Number:0, mass:1, radius:0.01
time,x,y,z,x_,y_,z_
65.1, 0.583445, 0.280895, 0.143055, -9.01472e+12, 1.08009e+13, -2.46347e+13
65.2, 0.394863, 0.51157, 0.737061, -9.01472e+12, 1.08009e+13, -2.46347e+13
65.3, 0.327713, 0.70381, 0.240364, -9.01472e+12, 1.08009e+13, -2.46347e+13
65.4, 0.273222, 0.240647, 0.0498157, -9.01472e+12, 1.08009e+13, -2.46347e+13
65.5, 0.159864, 0.159064, 0.0976634, -9.01472e+12, 1.08009e+13, -2.46347e+13
65.6, 0.761432, 0.691058, 0.319103, -9.01472e+12, 1.08009e+13, -2.46347e+13
65.7, 0.808225, 0.743186, 0.641834, -9.01472e+12, 1.08009e+13, -2.46347e+13
65.8, 0.84646, 0.361308, 0.964237, -9.01472e+12, 1.08009e+13, -2.46347e+13
65.9, 0.843767, 0.947451, 0.345474, -9.01472e+12, 1.08009e+13, -2.46347e+13
66, 0.777616, 0.529513, 0.714794, -9.01472e+12, 1.08009e+13, -2.46347e+13
66.1, 0.856844, 0.537962, 0.167907, -9.01472e+12, 1.08009e+13, -2.46347e+13
66.2, 0.435449, 0.728916, 0.0758394, -9.01472e+12, 1.08009e+13, -2.46347e+13
66.3, 0.781244, 0.844638, 0.820011, -9.01472e+12, 1.08009e+13, -2.46347e+13
66.4, 0.184911, 0.895843, 0.131892, -9.01472e+12, 1.08009e+13, -2.46347e+13
66.5, 0.322722, 0.428939, 0.104163, -9.01472e+12, 1.08009e+13, -2.46347e+13
66.6, 0.920488, 0.545249, 0.55537, -9.01472e+12, 1.08009e+13, -2.46347e+13
66.7, 0.720975, 0.057876, 0.108943, -9.01472e+12, 1.08009e+13, -2.46347e+13
66.8, 0.112062, 0.425302, 0.3388, -9.01472e+12, 1.08009e+13, -2.46347e+13
66.9, 0.174781, 0.329174, 0.128831, -9.01472e+12, 1.08009e+13, -2.46347e+13
67, 0.775147, 0.0881993, 0.277942, -9.01472e+12, 1.08009e+13, -2.46347e+13
67.1, 0.768183, 0.348543, 0.26276, -9.01472e+12, 1.08009e+13, -2.46347e+13
67.2, 0.561999, 0.828004, 0.459564, -9.01472e+12, 1.08009e+13, -2.46347e+13
67.3, 0.731379, 0.611438, 0.380268, -9.01472e+12, 1.08009e+13, -2.46347e+13
67.4, 0.0386945, 0.265783, 0.155716, -9.01472e+12, 1.08009e+13, -2.46347e+13
67.5, 0.728766, 0.700636, 0.348673, -9.01426e+12, 1.08012e+13, -2.46339e+13
67.6, 0.0687983, 0.589291, 0.566187, -9.01426e+12, 1.08012e+13, -2.46339e+13
67.7, 0.818629, 0.563976, 0.485957, -9.01426e+12, 1.08012e+13, -2.46339e+13
67.8, 0.35423, 0.790604, 0.628279, -9.01426e+12, 1.08012e+13, -2.46339e+13
67.9, 0.839749, 0.981606, 0.725657, -9.01426e+12, 1.08012e+13, -2.46339e+13
68, 0.688561, 0.0624484, 0.95663, -9.01426e+12, 1.08012e+13, -2.46339e+13
68.1, 0.397052, 0.540003, 0.0815796, -9.01426e+12, 1.08012e+13, -2.46339e+13
68.2, 0.953312, 0.540336, 0.394953, -9.01426e+12, 1.08012e+13, -2.46339e+13
68.3, 0.620023, 0.880461, 0.948084, -9.01426e+12, 1.08012e+13, -2.46339e+13
68.4, 0.341671, 0.619719, 0.31706, -9.01426e+12, 1.08012e+13, -2.46339e+13
68.5, 0.0636003, 0.205271, 0.831842, -9.01426e+12, 1.08012e+13, -2.46339e+13
68.6, 0.755958, 0.793381, 0.360296, -9.01426e+12, 1.08012e+13, -2.46339e+13
68.7, 0.788669, 0.758722, 0.715761, -9.01426e+12, 1.08012e+13, -2.46339e+13
68.8, 0.189986, 0.821388, 0.419626, -9.01426e+12, 1.08012e+13, -2.46339e+13
68.9, 0.440377, 0.412024, 0.249224, -9.01426e+12, 1.08012e+13, -2.46339e+13
69, 0.0767239, 0.188741, 0.101919, -9.01426e+12, 1.08012e+13, -2.46339e+13
69.1, 0.942042, 0.0756221, 0.4284, -9.01426e+12, 1.08012e+13, -2.46339e+13
69.2, 0.839183, 0.252542, 0.798357, -9.01426e+12, 1.08012e+13, -2.46339e+13
69.3, 0.733626, 0.429686, 0.190679, -9.01426e+12, 1.08012e+13, -2.46339e+13
69.4, 0.760238, 0.322775, 0.500223, -9.01426e+12, 1.08012e+13, -2.46339e+13
69.5, 0.31058, 0.979326, 0.298109, -9.01426e+12, 1.08012e+13, -2.46339e+13
69.6, 0.832, 0.283901, 0.369085, -9.01426e+12, 1.08012e+13, -2.46339e+13
69.7, 0.392602, 0.505848, 0.483553, -9.01426e+12, 1.08012e+13, -2.46339e+13
69.8, 0.118908, 0.108221, 0.0742774, -9.01426e+12, 1.08012e+13, -2.46339e+13
69.9, 0.247077, 0.381547, 0.527487, -9.01426e+12, 1.08012e+13, -2.46339e+13
70, 0.123661, 0.563601, 0.426447, -9.01426e+12, 1.08012e+13, -2.46339e+13
70.1, 0.470881, 0.947248, 0.231142, -9.01426e+12, 1.08012e+13, -2.46339e+13
70.2, 0.0422634, 0.56731, 0.0793547, -9.01426e+12, 1.08012e+13, -2.46339e+13
70.3, 0.504278, 0.711793, 0.557887, -9.01426e+12, 1.08012e+13, -2.46339e+13
70.4, 0.696632, 0.533624, 0.323698, -9.01426e+12, 1.08012e+13, -2.46339e+13
70.5, 0.0365056, 0.806775, 0.920481, -9.01426e+12, 1.08012e+13, -2.46339e+13
70.6, 0.555032, 0.914525, 0.946078, -9.01426e+12, 1.08012e+13, -2.46339e+13
70.7, 0.241348, 0.77378, 0.411631, -9.01426e+12, 1.08012e+13, -2.46339e+13
70.8, 0.308423, 0.818427, 0.473152, -9.01426e+12, 1.08012e+13, -2.46339e+13
70.9, 0.282494, 0.060261, 0.191039, -9.01426e+12, 1.08012e+13, -2.46339e+13
71, 0.798738, 0.0569599, 0.312777, -9.01426e+12, 1.08012e+13, -2.46339e+13
71.1, 0.568907, 0.143394, 0.348928, -9.01426e+12, 1.08012e+13, -2.46339e+13
71.2, 0.381281, 0.581813, 0.931604, -9.01426e+12, 1.08012e+13, -2.46339e+13
71.3, 0.304017, 0.932558, 0.865232, -9.01426e+12, 1.08012e+13, -2.46339e+13
71.4, 0.0210237, 0.0881178, 0.862929, -9.01426e+12, 1.08012e+13, -2.46339e+13
71.5, 0.0361108, 0.557475, 0.156237, -9.01426e+12, 1.08012e+13, -2.46339e+13
71.6, 0.0730485, 0.165447, 0.827407, -9.01426e+12, 1.08012e+13, -2.46339e+13
71.7, 0.361206, 0.115079, 0.64579, -8.99801e+12, 1.0814e+13, -2.4647e+13
71.8, 0.317545, 0.844287, 0.361992, -8.99801e+12, 1.0814e+13, -2.4647e+13
71.9, 0.0558244, 0.154429, 0.661675, -8.99801e+12, 1.0814e+13, -2.4647e+13
72, 0.957299, 0.935481, 0.69069, -8.99801e+12, 1.0814e+13, -2.4647e+13
72.1, 0.715943, 0.38999, 0.305863, -8.99801e+12, 1.0814e+13, -2.4647e+13
72.2, 0.792704, 0.150551, 0.664521, -8.99801e+12, 1.0814e+13, -2.4647e+13
72.3, 0.984362, 0.533275, 0.219372, -8.99801e+12, 1.08139e+13, -2.4647e+13
72.4, 0.324743, 0.218479, 0.622078, -8.99801e+12, 1.08139e+13, -2.4647e+13
72.5, 0.931442, 0.0871309, 0.820117, -8.99801e+12, 1.08139e+13, -2.4647e+13
72.6, 0.576613, 0.898651, 0.490741, -8.99801e+12, 1.08139e+13, -2.4647e+13
72.7, 0.395246, 0.976578, 0.240771, -8.99801e+12, 1.08139e+13, -2.4647e+13
72.8, 0.219951, 0.0747885, 0.971133, -8.99801e+12, 1.08139e+13, -2.4647e+13
72.9, 0.690424, 0.413397, 0.369587, -8.99801e+12, 1.08139e+13, -2.4647e+13
73, 0.452434, 0.278344, 0.346065, -8.99801e+12, 1.08139e+13, -2.4647e+13
73.1, 0.783619, 0.811245, 0.659821, -8.99801e+12, 1.08139e+13, -2.4647e+13
73.2, 0.206273, 0.44682, 0.599575, -8.99801e+12, 1.08139e+13, -2.4647e+13
73.3, 0.308828, 0.81316, 0.114509, -8.99801e+12, 1.08139e+13, -2.4647e+13
73.4, 0.0559177, 0.269788, 0.0484952, -8.99801e+12, 1.08139e+13, -2.4647e+13
73.5, 0.829695, 0.850932, 0.566771, -8.99801e+12, 1.08139e+13, -2.4647e+13
73.6, 0.736761, 0.34881, 0.76728, -8.99801e+12, 1.08139e+13, -2.4647e+13
73.7, 0.912732, 0.819148, 0.323691, -8.99801e+12, 1.08139e+13, -2.4647e+13
73.8, 0.144329, 0.35139, 0.877178, -8.99801e+12, 1.08139e+13, -2.4647e+13
73.9, 0.978915, 0.654107, 0.922203, -8.99801e+12, 1.08139e+13, -2.4647e+13
74, 0.0386561, 0.619345, 0.888832, -8.99809e+12, 1.08138e+13, -2.46476e+13
74.1, 0.987363, 0.968811, 0.376428, -8.99847e+12, 1.08135e+13, -2.46471e+13
74.2, 0.703263, 0.44262, 0.769838, -8.99847e+12, 1.08135e+13, -2.46471e+13
74.3, 0.362194, 0.0503966, 0.203195, -8.99847e+12, 1.08135e+13, -2.46471e+13
74.4, 0.828581, 0.877921, 0.698877, -8.99847e+12, 1.08135e+13, -2.46471e+13
74.5, 0.756226, 0.144583, 0.416728, -8.99847e+12, 1.08135e+13, -2.46471e+13
74.6, 0.577818, 0.710591, 0.328223, -8.99847e+12, 1.08135e+13, -2.46471e+13
74.7, 0.822774, 0.356411, 0.101985, -8.99847e+12, 1.08135e+13, -2.46471e+13
74.8, 0.374961, 0.772421, 0.477966, -8.99847e+12, 1.08135e+13, -2.46471e+13
74.9, 0.905265, 0.22223, 0.865936, -8.99847e+12, 1.08135e+13, -2.46471e+13
75, 0.121682, 0.585227, 0.262978, -8.99847e+12, 1.08135e+13, -2.46471e+13
75.1, 0.0893091, 0.734245, 0.57687, -8.99847e+12, 1.08135e+13, -2.46471e+13
75.2, 0.96644, 0.538528, 0.506737, -8.99847e+12, 1.08135e+13, -2.46471e+13
75.3, 0.742826, 0.700357, 0.594223, -8.99847e+12, 1.08135e+13, -2.46471e+13
75.4, 0.816843, 0.132476, 0.688663, -8.99847e+12, 1.08135e+13, -2.46471e+13
75.5, 0.0678776, 0.106444, 0.758878, -8.99847e+12, 1.08135e+13, -2.46471e+13
75.6, 0.577056, 0.63421, 0.21521, -8.99847e+12, 1.08135e+13, -2.46471e+13
75.7, 0.100734, 0.740304, 0.190861, -8.99847e+12, 1.08135e+13, -2.46471e+13
75.8, 0.272109, 0.291002, 0.29034, -8.99851e+12, 1.08135e+13, -2.4647e+13
75.9, 0.0716212, 0.900505, 0.940617, -8.99851e+12, 1.08135e+13, -2.4647e+13
76, 0.418711, 0.908097, 0.567783, -8.99851e+12, 1.08135e+13, -2.4647e+13
76.1, 0.162595, 0.967793, 0.0555596, -8.99851e+12, 1.08135e+13, -2.4647e+13
76.2, 0.660583, 0.232283, 0.409937, -8.99851e+12, 1.08135e+13, -2.4647e+13
76.3, 0.667228, 0.541054, 0.916861, -8.99851e+12, 1.08135e+13, -2.4647e+13
76.4, 0.0982768, 0.888726, 0.370561, -8.99851e+12, 1.08135e+13, -2.4647e+13
76.5, 0.319771, 0.517182, 0.147405, -8.99851e+12, 1.08135e+13, -2.4647e+13
76.6, 0.0999992, 0.174433, 0.758688, -8.99851e+12, 1.08135e+13, -2.4647e+13
76.7, 0.860078, 0.800933, 0.3934, -8.99851e+12, 1.08135e+13, -2.4647e+13
76.8, 0.647872, 0.44344, 0.0263684, -8.99851e+12, 1.08135e+13, -2.4647e+13
76.9, 0.455254, 0.0687429, 0.64372, -8.99851e+12, 1.08135e+13, -2.4647e+13
77, 0.456879, 0.380274, 0.74053, -8.99851e+12, 1.08135e+13, -2.4647e+13
77.1, 0.347458, 0.51927, 0.953176, -8.99851e+12, 1.08135e+13, -2.4647e+13
77.2, 0.704434, 0.517859, 0.944578, -8.99851e+12, 1.08135e+13, -2.4647e+13
77.3, 0.675273, 0.760304, 0.0976688, -8.99851e+12, 1.08135e+13, -2.4647e+13
77.4, 0.0598242, 0.679226, 0.924661, -8.99851e+12, 1.08135e+13, -2.4647e+13
77.5, 0.383269, 0.474978, 0.0361606, -8.99851e+12, 1.08135e+13, -2.4647e+13
77.6, 0.732524, 0.202799, 0.262048, -8.99851e+12, 1.08135e+13, -2.4647e+13
77.7, 0.149435, 0.54637, 0.0909549, -8.99851e+12, 1.08135e+13, -2.4647e+13
77.8, 0.0201971, 0.717576, 0.309106, -8.99851e+12, 1.08135e+13, -2.4647e+13
77.9, 0.377536, 0.137948, 0.882444, -8.99851e+12, 1.08135e+13, -2.4647e+13
78, 0.133585, 0.65664, 0.788781, -8.9985e+12, 1.08135e+13, -2.4647e+13
78.1, 0.563816, 0.38836, 0.395468, -8.99851e+12, 1.08135e+13, -2.4647e+13
78.2, 0.234903, 0.917186, 0.0847264, -8.99851e+12, 1.08135e+13, -2.4647e+13
78.3, 0.396484, 0.704087, 0.934878, -8.99851e+12, 1.08135e+13, -2.4647e+13
78.4, 0.641229, 0.170014, 0.19586, -8.99851e+12, 1.08135e+13, -2.4647e+13
78.5, 0.125072, 0.862294, 0.595919, -8.99851e+12, 1.08135e+13, -2.4647e+13
78.6, 0.443763, 0.401198, 0.062769, -8.99851e+12, 1.08135e+13, -2.4647e+13
78.7, 0.179186, 0.825236, 0.872634, -8.99851e+12, 1.08135e+13, -2.4647e+13
78.8, 0.490549, 0.507337, 0.425734, -8.99851e+12, 1.08135e+13, -2.4647e+13
78.9, 0.313459, 0.888579, 0.22669, -8.99851e+12, 1.08135e+13, -2.4647e+13
79, 0.820857, 0.960532, 0.283553, -8.99851e+12, 1.08135e+13, -2.4647e+13
79.1, 0.838746, 0.842692, 0.194953, -8.99851e+12, 1.08135e+13, -2.4647e+13
79.2, 0.863887, 0.722857, 0.106169, -8.99851e+12, 1.08135e+13, -2.4647e+13
79.3, 0.626312, 0.345141, 0.645846, -8.99851e+12, 1.08135e+13, -2.4647e+13
79.4, 0.01455, 0.532607, 0.701338, -8.99851e+12, 1.08135e+13, -2.4647e+13
79.5, 0.212846, 0.544711, 0.91764, -8.99851e+12, 1.08135e+13, -2.4647e+13
79.6, 0.578466, 0.478762, 0.0210939, -8.99851e+12, 1.08135e+13, -2.4647e+13
79.7, 0.121785, 0.20195, 0.503573, -8.99851e+12, 1.08135e+13, -2.4647e+13
79.8, 0.873588, 0.789502, 0.0515161, -8.99851e+12, 1.08135e+13, -2.4647e+13
79.9, 0.300048, 0.272167, 0.0999719, -8.99851e+12, 1.08135e+13, -2.4647e+13
80, 0.523413, 0.79875, 0.362054, -8.99851e+12, 1.08135e+13, -2.4647e+13
80.1, 0.557988, 0.974426, 0.118839, -8.99851e+12, 1.08135e+13, -2.4647e+13
80.2, 0.638553, 0.769171, 0.329884, -8.99851e+12, 1.08135e+13, -2.4647e+13
80.3, 0.351718, 0.925991, 0.805096, -8.99851e+12, 1.08135e+13, -2.4647e+13
80.4, 0.306702, 0.121231, 0.652138, -8.99851e+12, 1.08135e+13, -2.4647e+13
80.5, 0.565561, 0.282318, 0.895829, -8.99851e+12, 1.08135e+13, -2.4647e+13
80.6, 0.780668, 0.0316388, 0.975054, -8.99851e+12, 1.08135e+13, -2.4647e+13
80.7, 0.973574, 0.377058, 0.150801, -8.99851e+12, 1.08135e+13, -2.4647e+13
80.8, 0.287128, 0.542783, 0.438238, -8.99851e+12, 1.08135e+13, -2.4647e+13
80.9, 0.61784, 0.667637, 0.76153, -8.99851e+12, 1.08135e+13, -2.4647e+13
81, 0.18782, 0.388679, 0.470739, -8.99851e+12, 1.08135e+13, -2.4647e+13
81.1, 0.609913, 0.0869771, 0.28829, -8.99851e+12, 1.08135e+13, -2.4647e+13
81.2, 0.124247, 0.240633, 0.781321, -8.99851e+12, 1.08135e+13, -2.4647e+13
81.3, 0.663695, 0.582192, 0.899683, -8.99851e+12, 1.08135e+13, -2.4647e+13
81.4, 0.366295, 0.51202, 0.142141, -8.99851e+12, 1.08135e+13, -2.4647e+13
81.5, 0.179154, 0.568424, 0.28594, -8.99851e+12, 1.08135e+13, -2.4647e+13
81.6, 0.162607, 0.610531, 0.310667, -8.99851e+12, 1.08135e+13, -2.4647e+13
81.7, 0.584782, 0.236509, 0.322942, -8.99851e+12, 1.08135e+13, -2.4647e+13
81.8, 0.98799, 0.156149, 0.173086, -8.99851e+12, 1.08135e+13, -2.4647e+13
81.9, 0.605403, 0.456539, 0.949686, -8.99851e+12, 1.08135e+13, -2.4647e+13
82, 0.383031, 0.010954, 0.718447, -8.99851e+12, 1.08135e+13, -2.4647e+13
82.1, 0.807315, 0.734303, 0.853437, -8.99851e+12, 1.08135e+13, -2.4647e+13
82.2, 0.799996, 0.0526093, 0.495668, -8.99851e+12, 1.08135e+13, -2.4647e+13
82.3, 0.56024, 0.873842, 0.652323, -8.99851e+12, 1.08135e+13, -2.4647e+13
82.4, 0.236608, 0.377246, 0.773503, -8.99851e+12, 1.08135e+13, -2.4647e+13
82.5, 0.312018, 0.765792, 0.306096, -8.99851e+12, 1.08135e+13, -2.4647e+13
82.6, 0.734353, 0.560081, 0.837872, -8.99851e+12, 1.08135e+13, -2.4647e+13
82.7, 0.85786, 0.307291, 0.129112, -8.99851e+12, 1.08135e+13, -2.4647e+13
82.8, 0.272237, 0.572835, 0.638775, -8.99851e+12, 1.08135e+13, -2.4647e+13
82.9, 0.118527, 0.328756, 0.262512, -8.99851e+12, 1.08135e+13, -2.4647e+13
83, 0.471223, 0.738405, 0.253983, -8.99851e+12, 1.08135e+13, -2.4647e+13
83.1, 0.0252219, 0.60123, 0.767361, -8.99851e+12, 1.08135e+13, -2.4647e+13
83.2, 0.759412, 0.368226, 0.937003, -8.9985e+12, 1.08135e+13, -2.4647e+13
83.3, 0.481294, 0.502227, 0.0781577, -8.9985e+12, 1.08135e+13, -2.4647e+13
83.4, 0.380542, 0.0535059, 0.51861, -8.9985e+12, 1.08135e+13, -2.4647e+13
83.5, 0.382644, 0.243842, 0.155157, -8.9985e+12, 1.08135e+13, -2.4647e+13
83.6, 0.140245, 0.827497, 0.414892, -8.9985e+12, 1.08135e+13, -2.4647e+13
83.7, 0.570304, 0.189071, 0.501662, -8.9985e+12, 1.08135e+13, -2.4647e+13
83.8, 0.884689, 0.715973, 0.80564, -8.9985e+12, 1.08135e+13, -2.4647e+13
83.9, 0.426557, 0.490925, 0.0513718, -8.9985e+12, 1.08135e+13, -2.4647e+13
84, 0.340966, 0.7108, 0.427558, -8.9985e+12, 1.08135e+13, -2.4647e+13
84.1, 0.932706, 0.217779, 0.478038, -8.9985e+12, 1.08135e+13, -2.4647e+13
84.2, 0.843174, 0.0273986, 0.89921, -8.99847e+12, 1.08135e+13, -2.4647e+13
84.3, 0.65969, 0.767825, 0.402263, -8.99847e+12, 1.08135e+13, -2.4647e+13
84.4, 0.52021, 0.873665, 0.801411, -8.99847e+12, 1.08135e+13, -2.4647e+13
84.5, 0.280118, 0.823651, 0.24107, -8.99847e+12, 1.08135e+13, -2.4647e+13
84.6, 0.600634, 0.967814, 0.0388745, -8.99847e+12, 1.08135e+13, -2.4647e+13
84.7, 0.227989, 0.0290258, 0.65231, -8.99847e+12, 1.08135e+13, -2.4647e+13
84.8, 0.40843, 0.347754, 0.963391, -8.99847e+12, 1.08135e+13, -2.4647e+13
84.9, 0.217851, 0.553488, 0.337952, -8.99847e+12, 1.08135e+13, -2.4647e+13
85, 0.984612, 0.052572, 0.793309, -8.99847e+12, 1.08135e+13, -2.4647e+13
85.1, 0.515943, 0.702292, 0.0874709, -8.99847e+12, 1.08135e+13, -2.4647e+13
85.2, 0.916664, 0.41495, 0.037357, -8.99847e+12, 1.08135e+13, -2.4647e+13
85.3, 0.0976459, 0.0116475, 0.066097, -8.99847e+12, 1.08135e+13, -2.4647e+13
85.4, 0.88245, 0.198606, 0.534546, -8.99847e+12, 1.08135e+13, -2.4647e+13
85.5, 0.970253, 0.327247, 0.562435, -8.99847e+12, 1.08135e+13, -2.4647e+13
85.6, 0.636568, 0.515255, 0.30962, -8.99847e+12, 1.08135e+13, -2.4647e+13
85.7, 0.179613, 0.744585, 0.667725, -8.99847e+12, 1.08135e+13, -2.4647e+13
85.8, 0.610406, 0.9784, 0.416974, -8.99847e+12, 1.08135e+13, -2.4647e+13
85.9, 0.0745263, 0.597661, 0.916048, -8.99847e+12, 1.08135e+13, -2.4647e+13
86, 0.102359, 0.629956, 0.576364, -8.99847e+12, 1.08135e+13, -2.4647e+13
86.1, 0.242625, 0.119662, 0.868417, -8.99847e+12, 1.08135e+13, -2.4647e+13
86.2, 0.246571, 0.354254, 0.0448732, -8.99847e+12, 1.08135e+13, -2.4647e+13
86.3, 0.681985, 0.158265, 0.0295934, -8.99847e+12, 1.08135e+13, -2.4647e+13
86.4, 0.455095, 0.668223, 0.988685, -8.99847e+12, 1.08135e+13, -2.4647e+13
86.5, 0.162435, 0.200261, 0.924323, -8.99847e+12, 1.08135e+13, -2.4647e+13
86.6, 0.739231, 0.606614, 0.894557, -8.99847e+12, 1.08135e+13, -2.4647e+13
86.7, 0.412992, 0.0962838, 0.768786, -8.99847e+12, 1.08135e+13, -2.4647e+13
86.8, 0.604706, 0.449809, 0.464495, -8.99847e+12, 1.08135e+13, -2.4647e+13
86.9, 0.183355, 0.36554, 0.662631, -8.99847e+12, 1.08135e+13, -2.4647e+13
87, 0.523613, 0.32062, 0.2274, -8.99847e+12, 1.08135e+13, -2.4647e+13
87.1, 0.223932, 0.453719, 0.807936, -8.99847e+12, 1.08135e+13, -2.4647e+13
87.2, 0.341083, 0.141585, 0.942103, -8.99847e+12, 1.08135e+13, -2.4647e+13
87.3, 0.546191, 0.679986, 0.747317, -8.99847e+12, 1.08135e+13, -2.4647e+13
87.4, 0.355708, 0.977838, 0.0299669, -8.99847e+12, 1.08135e+13, -2.4647e+13
87.5, 0.192872, 0.704791, 0.882789, -8.99847e+12, 1.08135e+13, -2.4647e+13
87.6, 0.880644, 0.363628, 0.779193, -8.99847e+12, 1.08135e+13, -2.4647e+13
87.7, 0.308172, 0.60077, 0.914199, -8.99847e+12, 1.08135e+13, -2.4647e+13
87.8, 0.168916, 0.862722, 0.751464, -8.99847e+12, 1.08135e+13, -2.4647e+13
87.9, 0.0298531, 0.142224, 0.583468, -8.99847e+12, 1.08135e+13, -2.4647e+13
88, 0.524843, 0.532613, 0.796046, -8.99847e+12, 1.08135e+13, -2.4647e+13
88.1, 0.278842, 0.493774, 0.251277, -8.99847e+12, 1.08135e+13, -2.4647e+13
88.2, 0.957165, 0.473647, 0.727622, -8.99847e+12, 1.08135e+13, -2.4647e+13
88.3, 0.613506, 0.487128, 0.161066, -8.99847e+12, 1.08135e+13, -2.4647e+13
88.4, 0.0792898, 0.476212, 0.926905, -8.99847e+12, 1.08135e+13, -2.4647e+13
88.5, 0.926574, 0.880675, 0.540164, -8.99847e+12, 1.08135e+13, -2.4647e+13
88.6, 0.913016, 0.490442, 0.437573, -8.99847e+12, 1.08135e+13, -2.4647e+13
88.7, 0.855675, 0.598441, 0.784886, -8.99847e+12, 1.08135e+13, -2.4647e+13
88.8, 0.851353, 0.693206, 0.0821877, -8.99847e+12, 1.08135e+13, -2.4647e+13
88.9, 0.624718, 0.430535, 0.210258, -8.99847e+12, 1.08135e+13, -2.4647e+13
89, 0.460228, 0.946589, 0.885399, -8.99847e+12, 1.08135e+13, -2.4647e+13
89.1, 0.642925, 0.211253, 0.461533, -8.99739e+12, 1.08125e+13, -2.46505e+13
89.2, 0.811521, 0.897272, 0.191748, -8.99738e+12, 1.08125e+13, -2.46505e+13
89.3, 0.231402, 0.0289756, 0.880988, -8.99738e+12, 1.08125e+13, -2.46505e+13
89.4, 0.4729, 0.703168, 0.374445, -8.99738e+12, 1.08125e+13, -2.46505e+13
89.5, 0.231773, 0.797555, 0.209546, -8.99735e+12, 1.08125e+13, -2.46506e+13
89.6, 0.497063, 0.558932, 0.387341, -8.99735e+12, 1.08125e+13, -2.46506e+13
89.7, 0.495791, 0.0965791, 0.489808, -8.99735e+12, 1.08125e+13, -2.46506e+13
89.8, 0.527395, 0.59439, 0.563718, -8.99735e+12, 1.08125e+13, -2.46506e+13
89.9, 0.491731, 0.739031, 0.177531, -8.99735e+12, 1.08125e+13, -2.46506e+13
90, 0.334754, 0.0625014, 0.290183, -8.99735e+12, 1.08125e+13, -2.46506e+13
90.1, 0.300269, 0.332214, 0.982695, -8.99735e+12, 1.08125e+13, -2.46506e+13
90.2, 0.376929, 0.902088, 0.610739, -8.99735e+12, 1.08125e+13, -2.46506e+13
90.3, 0.183921, 0.723865, 0.835715, -8.99735e+12, 1.08125e+13, -2.46506e+13
90.4, 0.176924, 0.277147, 0.305938, -8.99735e+12, 1.08125e+13, -2.46506e+13
90.5, 0.206082, 0.711422, 0.796118, -8.99735e+12, 1.08125e+13, -2.46506e+13
90.6, 0.548851, 0.267504, 0.787546, -8.99736e+12, 1.08125e+13, -2.46506e+13
90.7, 0.8499, 0.473842, 0.172525, -8.99736e+12, 1.08125e+13, -2.46506e+13
90.8, 0.0964322, 0.715232, 0.705741, -8.99736e+12, 1.08125e+13, -2.46506e+13
90.9, 0.721882, 0.0389135, 0.662415, -8.99736e+12, 1.08125e+13, -2.46506e+13
91, 0.556456, 0.398451, 0.534543, -8.99736e+12, 1.08125e+13, -2.46506e+13
91.1, 0.880787, 0.298473, 0.207245, -8.99736e+12, 1.08125e+13, -2.46506e+13
91.2, 0.323303, 0.36449, 0.0221793, -8.99736e+12, 1.08125e+13, -2.46506e+13
91.3, 0.0359721, 0.53366, 0.368416, -8.99736e+12, 1.08125e+13, -2.46506e+13
91.4, 0.102905, 0.0151628, 0.204613, -8.99736e+12, 1.08125e+13, -2.46506e+13
91.5, 0.862485, 0.247381, 0.503034, -8.99736e+12, 1.08125e+13, -2.46506e+13
91.6, 0.638301, 0.82666, 0.432534, -8.99736e+12, 1.08125e+13, -2.46506e+13
91.7, 0.355658, 0.683077, 0.553788, -8.99736e+12, 1.08125e+13, -2.46506e+13
91.8, 0.89027, 0.188078, 0.121899, -8.99736e+12, 1.08125e+13, -2.46506e+13
91.9, 0.341058, 0.954652, 0.940737, -8.99736e+12, 1.08125e+13, -2.46506e+13
92, 0.690678, 0.188605, 0.42872, -8.99736e+12, 1.08125e+13, -2.46506e+13
92.1, 0.802693, 0.0868518, 0.526716, -8.99736e+12, 1.08125e+13, -2.46506e+13
92.2, 0.0362285, 0.429261, 0.8122, -8.99736e+12, 1.08125e+13, -2.46506e+13
92.3, 0.139532, 0.705308, 0.148373, -8.99736e+12, 1.08125e+13, -2.46506e+13
92.4, 0.0721248, 0.0175597, 0.55177, -8.99736e+12, 1.08125e+13, -2.46506e+13
92.5, 0.863239, 0.692527, 0.201305, -8.99736e+12, 1.08125e+13, -2.46506e+13
92.6, 0.561603, 0.572657, 0.168232, -8.99736e+12, 1.08125e+13, -2.46506e+13
92.7, 0.767886, 0.382447, 0.325647, -8.99736e+12, 1.08125e+13, -2.46506e+13
92.8, 0.590191, 0.837054, 0.832054, -8.99735e+12, 1.08124e+13, -2.46505e+13
92.9, 0.697304, 0.43815, 0.376358, -8.99734e+12, 1.08124e+13, -2.46505e+13
93, 0.947143, 0.806183, 0.63208, -8.99734e+12, 1.08124e+13, -2.46505e+13
93.1, 0.80366, 0.408478, 0.35347, -8.99734e+12, 1.08124e+13, -2.46505e+13
93.2, 0.164054, 0.357674, 0.586705, -8.99734e+12, 1.08124e+13, -2.46505e+13
93.3, 0.0139047, 0.889659, 0.876786, -8.99734e+12, 1.08124e+13, -2.46505e+13
93.4, 0.259343, 0.811755, 0.766644, -8.99734e+12, 1.08124e+13, -2.46505e+13
