Number:0, mass:1, radius:0.01
time,x,y,z,x_,y_,z_
95.6, 0.968091, 0.294795, 0.441764, 4.22776e+13, -1.80425e+13, 4.65736e+13
95.7, 0.344066, 0.609176, 0.865382, 4.22776e+13, -1.80425e+13, 4.65736e+13
95.8, 0.455806, 0.925922, 0.68732, 4.22776e+13, -1.80425e+13, 4.65736e+13
95.9, 0.595557, 0.411243, 0.200369, 4.22776e+13, -1.80425e+13, 4.65736e+13
96, 0.977717, 0.449441, 0.823283, 4.22776e+13, -1.80425e+13, 4.65736e+13
96.1, 0.3403, 0.899369, 0.499911, 4.22776e+13, -1.80425e+13, 4.65736e+13
96.2, 0.360182, 0.590806, 0.932849, 4.22776e+13, -1.80425e+13, 4.65736e+13
96.3, 0.185355, 0.125775, 0.662562, 4.22776e+13, -1.80425e+13, 4.65736e+13
96.4, 0.0891176, 0.567254, 0.804183, 4.22776e+13, -1.80425e+13, 4.65736e+13
96.5, 0.0827776, 0.043744, 0.573753, 4.22776e+13, -1.80425e+13, 4.65736e+13
96.6, 0.989154, 0.453328, 0.141246, 4.22776e+13, -1.80425e+13, 4.65736e+13
96.7, 0.554072, 0.556158, 0.698913, 4.22776e+13, -1.80425e+13, 4.65736e+13
96.8, 0.194159, 0.981153, 0.963137, 4.22776e+13, -1.80425e+13, 4.65736e+13
96.9, 0.689353, 0.0109477, 0.631939, 4.22776e+13, -1.80425e+13, 4.65736e+13
97, 0.449965, 0.461094, 0.682823, 4.22776e+13, -1.80425e+13, 4.65736e+13
97.1, 0.56658, 0.828534, 0.191773, 4.22776e+13, -1.80425e+13, 4.65736e+13
97.2, 0.232642, 0.658715, 0.0303423, 4.22776e+13, -1.80425e+13, 4.65736e+13
97.3, 0.695143, 0.18964, 0.461869, 4.22776e+13, -1.80425e+13, 4.65736e+13
97.4, 0.698958, 0.124211, 0.599961, 4.22776e+13, -1.80425e+13, 4.65736e+13
97.5, 0.139958, 0.302655, 0.956977, 4.22776e+13, -1.80425e+13, 4.65736e+13
97.6, 0.47363, 0.178041, 0.978152, 4.22776e+13, -1.80425e+13, 4.65736e+13
97.7, 0.388562, 0.895578, 0.676039, 4.22776e+13, -1.80425e+13, 4.65736e+13
97.8, 0.402104, 0.410287, 0.295828, 4.22776e+13, -1.80425e+13, 4.65736e+13
97.9, 0.110739, 0.580622, 0.733649, 4.22776e+13, -1.80425e+13, 4.65736e+13
98, 0.311369, 0.568484, 0.0195409, 4.22776e+13, -1.80425e+13, 4.65736e+13
98.1, 0.484205, 0.518046, 0.314597, 4.22776e+13, -1.80425e+13, 4.65736e+13
98.2, 0.965304, 0.143915, 0.652609, 4.22776e+13, -1.80425e+13, 4.65736e+13
98.3, 0.36772, 0.25535, 0.722785, 4.22776e+13, -1.80425e+13, 4.65736e+13
98.4, 0.773158, 0.584231, 0.24018, 4.22776e+13, -1.80425e+13, 4.65736e+13
98.5, 0.093748, 0.0547964, 0.571669, 4.22776e+13, -1.80425e+13, 4.65736e+13
98.6, 0.396406, 0.507963, 0.899611, 4.22776e+13, -1.80425e+13, 4.65736e+13
98.7, 0.746882, 0.961287, 0.221564, 4.22776e+13, -1.80425e+13, 4.65736e+13
98.8, 0.982317, 0.486372, 0.491355, 4.22776e+13, -1.80425e+13, 4.65736e+13
98.9, 0.5422, 0.522047, 0.535391, 4.22776e+13, -1.80425e+13, 4.65736e+13
99, 0.170126, 0.343455, 0.452208, 4.22776e+13, -1.80425e+13, 4.65736e+13
99.1, 0.135737, 0.376403, 0.813707, 4.22776e+13, -1.80425e+13, 4.65736e+13
99.2, 0.166126, 0.337599, 0.983939, 4.22776e+13, -1.80425e+13, 4.65736e+13
99.3, 0.0306856, 0.851019, 0.232489, 4.22776e+13, -1.80425e+13, 4.65736e+13
99.4, 0.18156, 0.0898674, 0.0371056, 4.22776e+13, -1.80425e+13, 4.65736e+13
99.5, 0.698112, 0.128114, 0.221131, 4.22776e+13, -1.80425e+13, 4.65736e+13
99.6, 0.163805, 0.863951, 0.910019, 4.22776e+13, -1.80425e+13, 4.65736e+13
99.7, 0.747779, 0.3047, 0.46661, 4.22776e+13, -1.80425e+13, 4.65736e+13
99.8, 0.408907, 0.938727, 0.860572, 4.22776e+13, -1.80425e+13, 4.65736e+13
99.9, 0.345865, 0.397086, 0.831526, 4.22776e+13, -1.80425e+13, 4.65736e+13
Number:2, mass:1, radius:0.01
time,x,y,z,x_,y_,z_
0, 0.518286, 0.786725, 0.914245, 0.0696097, 0.0999952, -0.0825206
0.1, 0.525259, 0.796724, 0.905992, 0.0698495, 0.09999, -0.0825336
0.2, 0.532256, 0.806723, 0.897738, 0.0701074, 0.099995, -0.0825365
0.3, 0.539281, 0.816723, 0.889485, 0.0703826, 0.100008, -0.0825285
0.4, 0.546333, 0.826725, 0.881233, 0.0706728, 0.100024, -0.0825065
0.5, 0.553415, 0.836728, 0.872984, 0.0709737, 0.100041, -0.0824689
0.6, 0.560528, 0.846733, 0.86474, 0.0712808, 0.100058, -0.0824153
0.7, 0.567668, 0.856739, 0.856501, 0.071448, 0.100042, -0.0823878
0.8, 0.574814, 0.866741, 0.848261, 0.0714633, 0.0999905, -0.0824037
0.9, 0.581961, 0.876737, 0.84002, 0.0714736, 0.0999505, -0.082421
1, 0.589108, 0.886731, 0.831777, 0.0714798, 0.0999246, -0.0824419
1.1, 0.596257, 0.896722, 0.823532, 0.071486, 0.0998996, -0.0824627
1.2, 0.603406, 0.906711, 0.815284, 0.0714922, 0.0998754, -0.0824834
1.3, 0.610555, 0.916698, 0.807035, 0.0714946, 0.0998548, -0.082504
1.4, 0.617704, 0.926682, 0.798784, 0.0714975, 0.0998343, -0.0825242
1.5, 0.624854, 0.936664, 0.79053, 0.0715006, 0.0998128, -0.0825435
1.6, 0.632005, 0.946645, 0.782275, 0.0715038, 0.09979, -0.0825618
1.7, 0.639155, 0.956622, 0.774018, 0.0715072, 0.099768, -0.0825799
1.8, 0.646306, 0.966598, 0.765758, 0.0715159, 0.0997484, -0.082634
1.9, 0.653458, 0.976572, 0.75749, 0.0715249, 0.0997243, -0.0827118
2, 0.660611, 0.986543, 0.749215, 0.0715282, 0.0996873, -0.0828075
2.1, 0.666998, 0.0167125, 0.742215, 0.0497404, 0.10534, -0.0459177
2.2, 0.670942, 0.0275122, 0.739627, 0.0310475, 0.110182, -0.00822149
2.3, 0.673414, 0.0386817, 0.740292, 0.0190322, 0.112939, 0.0207756
2.4, 0.674824, 0.0500467, 0.743711, 0.00934628, 0.114075, 0.0475986
2.5, 0.675282, 0.0614277, 0.749876, -0.000394228, 0.113113, 0.0763633
2.6, 0.674658, 0.0725523, 0.759221, -0.0128239, 0.108555, 0.112447
2.7, 0.672453, 0.082869, 0.773027, -0.0335605, 0.0954705, 0.169446
2.8, 0.666914, 0.0905307, 0.7958, -0.0896862, 0.043248, 0.319326
2.9, 0.661353, 0.103629, 0.816122, 0.133454, 0.441305, -0.353824
3, 0.669937, 0.136787, 0.796781, 0.0674406, 0.283261, -0.126976
3.1, 0.676687, 0.165116, 0.784097, 0.0673463, 0.283274, -0.126798
3.2, 0.683405, 0.193441, 0.77142, 0.0670232, 0.283219, -0.126737
3.3, 0.690094, 0.22176, 0.758749, 0.0667636, 0.283163, -0.1267
3.4, 0.696761, 0.250075, 0.746079, 0.066577, 0.28313, -0.126702
3.5, 0.703412, 0.278388, 0.733407, 0.066456, 0.283138, -0.126754
3.6, 0.710053, 0.306703, 0.720726, 0.0663867, 0.283184, -0.126865
3.7, 0.71669, 0.335026, 0.708031, 0.0663591, 0.283266, -0.127042
3.8, 0.723327, 0.363359, 0.695315, 0.0663925, 0.283411, -0.12731
3.9, 0.72997, 0.391709, 0.682566, 0.0664521, 0.283594, -0.127671
4, 0.736617, 0.420077, 0.66978, 0.0664973, 0.283762, -0.128056
4.1, 0.743268, 0.448461, 0.656955, 0.0665194, 0.28393, -0.128447
4.2, 0.749917, 0.476849, 0.64408, 0.0664038, 0.283448, -0.129282
4.3, 0.756637, 0.504739, 0.631074, 0.0691304, 0.273198, -0.129576
4.4, 0.763634, 0.531966, 0.61816, 0.0701697, 0.27229, -0.129418
4.5, 0.770647, 0.559248, 0.605127, 0.070119, 0.273533, -0.131517
4.6, 0.777675, 0.58672, 0.591792, 0.070552, 0.27627, -0.135652
4.7, 0.784757, 0.614643, 0.577871, 0.071243, 0.283552, -0.143404
4.8, 0.792339, 0.643889, 0.56273, 0.0843524, 0.305073, -0.163267
4.9, 0.803737, 0.676881, 0.544057, 0.171666, 0.361776, -0.221006
5, 0.838297, 0.721029, 0.513737, -0.0960035, 0.154696, -0.344714
5.1, 0.838119, 0.744082, 0.483689, 0.222845, 0.395692, -0.235344
5.2, 0.878488, 0.799189, 0.471714, 0.654704, 0.78474, 0.092683
5.3, 0.904137, 0.8353, 0.431949, 0.258564, 0.399441, -0.293569
5.4, 0.932513, 0.881252, 0.415064, 0.297261, 0.507693, -0.056842
5.5, 0.961544, 0.937136, 0.425117, 0.257516, 0.628678, 0.357397
5.6, 0.0261681, 0.0131042, 0.413159, 0.581252, 0.431393, -0.431327
5.7, 0.0845471, 0.0566175, 0.369838, 0.588097, 0.441731, -0.438296
5.8, 0.143634, 0.101524, 0.324868, 0.591339, 0.452968, -0.458026
5.9, 0.202779, 0.146927, 0.27896, 0.591864, 0.455151, -0.458956
6, 0.262088, 0.192555, 0.232725, 0.597012, 0.456819, -0.494737
6.1, 0.295356, 0.239638, 0.154645, 0.063786, 0.485099, -0.886374
6.2, 0.300572, 0.287393, 0.0665679, 0.0485457, 0.470902, -0.877134
6.3, 0.305435, 0.33438, 0.95895, 0.0487259, 0.469802, -0.876157
6.4, 0.310322, 0.381571, 0.87117, 0.0491857, 0.477601, -0.88079
6.5, 0.315426, 0.431219, 0.783048, 0.0535998, 0.514561, -0.877232
6.6, 0.321033, 0.483275, 0.695351, 0.0600395, 0.52693, -0.883385
6.7, 0.328062, 0.539844, 0.604474, 0.0794934, 0.631459, -0.938356
6.8, 0.298163, 0.600271, 0.698714, -0.541767, 0.58876, 2.10722
6.9, 0.243862, 0.660716, 0.908816, -0.54359, 0.614648, 2.09645
7, 0.149455, 0.696095, 0.0745125, -2.00001, -0.340731, -0.265326
7.1, 0.948197, 0.67196, 0.0263447, -1.27517, 0.0381386, -1.12618
7.2, 0.818521, 0.674324, 0.901454, -1.29832, 0.0224923, -1.04346
7.3, 0.688568, 0.676477, 0.797121, -1.30138, 0.0224174, -1.0431
7.4, 0.558364, 0.678915, 0.69285, -1.30058, 0.0244839, -1.04475
7.5, 0.429521, 0.68114, 0.587679, -1.2752, 0.021815, -1.05517
7.6, 0.302349, 0.683578, 0.482212, -1.27083, 0.0278722, -1.05488
7.7, 0.17521, 0.686912, 0.376511, -1.27202, 0.0398654, -1.06033
7.8, 0.0479809, 0.691637, 0.269886, -1.27224, 0.0541539, -1.07313
7.9, 0.900778, 0.69733, 0.162198, -1.2722, 0.0573515, -1.0776
8, 0.77334, 0.703006, 0.0544319, -1.27814, 0.0558545, -1.07695
8.1, 0.645282, 0.708517, 0.926837, -1.28132, 0.0538638, -1.07695
8.2, 0.516855, 0.715071, 0.818291, -1.2916, 0.111133, -1.10718
8.3, 0.394449, 0.754048, 0.709695, -1.0466, 0.728375, -0.935083
8.4, 0.324942, 0.8027, 0.650348, -0.189227, -0.226661, -0.0595817
8.5, 0.305791, 0.780855, 0.650945, -0.176775, -0.264996, 0.0650244
8.6, 0.288196, 0.749892, 0.660569, -0.179342, -0.342626, 0.114727
8.7, 0.269187, 0.712178, 0.67334, -0.204769, -0.41369, 0.138816
8.8, 0.246658, 0.667404, 0.687684, -0.247039, -0.478193, 0.144563
8.9, 0.219924, 0.617473, 0.70174, -0.285355, -0.51562, 0.135288
9, 0.189703, 0.565483, 0.71493, -0.334552, -0.504312, 0.136577
9.1, 0.162108, 0.500081, 0.7395, -0.0187074, -0.988738, 0.360763
9.2, 0.157734, 0.40971, 0.769191, -0.0544605, -0.866097, 0.275829
9.3, 0.151583, 0.324955, 0.795387, -0.0639857, -0.840474, 0.253911
9.4, 0.145187, 0.240954, 0.820679, -0.0639123, -0.839795, 0.25242
9.5, 0.138802, 0.15698, 0.845896, -0.0637775, -0.839708, 0.251952
9.6, 0.132595, 0.0731122, 0.871145, -0.0577417, -0.836108, 0.253644
9.7, 0.127541, 0.96971, 0.896323, -0.0437675, -0.832043, 0.249844
9.8, 0.123164, 0.886505, 0.921297, -0.0437794, -0.83205, 0.249592
9.9, 0.118781, 0.803302, 0.946224, -0.0439322, -0.831997, 0.248819
10, 0.114384, 0.720103, 0.97109, -0.0439518, -0.831995, 0.248622
10.1, 0.109986, 0.636924, 0.0159527, -0.0444081, -0.830177, 0.248838
10.2, 0.105502, 0.554086, 0.0408503, -0.044815, -0.828183, 0.249158
10.3, 0.101061, 0.471197, 0.0658739, -0.0436068, -0.830561, 0.253031
10.4, 0.0967743, 0.386782, 0.0940081, -0.0446225, -0.865779, 0.353067
10.5, 0.0847751, 0.307132, 0.150494, -0.229605, -0.667223, 0.741332
10.6, 0.0620866, 0.240357, 0.224727, -0.222612, -0.669272, 0.744285
10.7, 0.0403151, 0.173037, 0.299514, -0.215376, -0.675487, 0.749948
10.8, 0.01879, 0.105512, 0.374527, -0.214915, -0.674753, 0.750576
10.9, 0.977182, 0.0383384, 0.449842, -0.217528, -0.66812, 0.756226
11, 0.955103, 0.951719, 0.524761, -0.224658, -0.673191, 0.745497
11.1, 0.0520957, 0.848139, 0.710364, -12.4167, 9.73467, 1.58653
11.2, 0.769106, 0.836645, 0.870486, -12.4467, 9.63828, 1.60782
11.3, 0.728436, 0.366953, 0.646672, 9.80866, 1.265, -5.50641
11.4, 0.729331, 0.493407, 0.0959083, 9.8113, 1.26345, -5.50566
11.5, 0.735311, 0.620949, 0.524604, 9.91156, 1.28157, -5.51383
11.6, 0.746385, 0.749794, 0.949606, 9.91014, 1.28843, -5.56277
11.7, 0.75655, 0.87955, 0.392212, 9.89182, 1.30834, -5.58538
11.8, 0.338919, 0.174597, 0.867764, -59.8311, -35.9351, 18.9827
11.9, 0.479753, 0.520581, 0.732124, 25.384, 129.337, -66.6302
12, 0.377361, 0.739933, 0.6669, -52825.1, 12031.1, -47484.1
12.1, 0.111094, 0.610019, 0.645504, -52792.3, 12036.1, -47472.6
12.2, 0.140034, 0.783983, 0.504376, -52792.4, 12036.2, -47472.6
12.3, 0.0357636, 0.0290804, 0.354839, -52798, 12038.6, -47473
12.4, 0.294347, 0.847351, 0.774207, -52720.1, 12091, -47574.4
12.5, 0.679251, 0.623806, 0.263789, -52720.2, 12091, -47574.3
12.6, 0.0935856, 0.436187, 0.825459, -52925.1, 11452.2, -46606
12.7, 0.332093, 0.980135, 0.15759, -51708.5, 15223.7, -44805.2
12.8, 0.112653, 0.239833, 0.771451, 480688, -1.20685e+06, 259696
12.9, 0.464256, 0.212565, 0.467438, 3.6556e+07, -5.84386e+07, 3.58139e+06
13, 0.529879, 0.87973, 0.762533, 3.6556e+07, -5.84385e+07, 3.58145e+06
13.1, 0.718507, 0.874714, 0.564603, 3.6556e+07, -5.84385e+07, 3.58145e+06
13.2, 0.0353724, 0.757094, 0.178705, 3.6556e+07, -5.84385e+07, 3.58145e+06
13.3, 0.244183, 0.569775, 0.870825, 3.65557e+07, -5.84381e+07, 3.58143e+06
13.4, 0.39827, 0.61175, 0.275855, 3.65557e+07, -5.84381e+07, 3.58144e+06
13.5, 0.515274, 0.495466, 0.771562, 3.65545e+07, -5.84403e+07, 3.5792e+06
13.6, 0.12317, 0.237454, 0.723454, 3.65556e+07, -5.84383e+07, 3.57618e+06
13.7, 0.0460834, 0.906538, 0.587039, 3.65556e+07, -5.84383e+07, 3.57618e+06
13.8, 0.0962139, 0.0580131, 0.403983, 3.71484e+07, -5.87617e+07, 4.34996e+06
13.9, 0.193896, 0.474932, 0.791917, 3.71283e+07, -5.87204e+07, 4.45893e+06
14, 0.632526, 0.905711, 0.811759, 3.71283e+07, -5.87204e+07, 4.45897e+06
14.1, 0.517738, 0.521154, 0.193775, 3.71282e+07, -5.87206e+07, 4.45907e+06
14.2, 0.726937, 0.102331, 0.891089, 3.71226e+07, -5.87264e+07, 4.4477e+06
14.3, 0.718069, 0.892636, 0.788628, 3.71226e+07, -5.87264e+07, 4.4477e+06
14.4, 0.545213, 0.868821, 0.4242, 3.71226e+07, -5.87264e+07, 4.44769e+06
14.5, 0.0707632, 0.632383, 0.230178, 3.7079e+07, -5.86946e+07, 4.51508e+06
14.6, 0.478574, 0.299995, 0.21832, 3.70834e+07, -5.86889e+07, 4.51659e+06
14.7, 0.776756, 0.578711, 0.754645, 3.70834e+07, -5.86889e+07, 4.5166e+06
14.8, 0.51943, 0.721584, 0.274862, 3.71523e+07, -5.86652e+07, 4.46676e+06
14.9, 0.510596, 0.133619, 0.166377, 3.71523e+07, -5.86652e+07, 4.46676e+06
15, 0.766057, 0.74567, 0.0875829, 3.71523e+07, -5.86653e+07, 4.46677e+06
15.1, 0.851523, 0.114739, 0.210911, 3.71523e+07, -5.86653e+07, 4.46677e+06
15.2, 0.858367, 0.431951, 0.714518, 3.71522e+07, -5.86652e+07, 4.4668e+06
15.3, 0.317237, 0.579706, 0.694534, 3.71522e+07, -5.86652e+07, 4.4668e+06
15.4, 0.721954, 0.0569952, 0.11764, 3.88096e+07, -3.74711e+07, 327126
15.5, 0.899114, 0.228787, 0.419576, 3.88096e+07, -3.74711e+07, 327115
15.6, 0.124867, 0.0878549, 0.155285, 3.88096e+07, -3.74711e+07, 327091
15.7, 0.403341, 0.0783686, 0.456664, 3.87989e+07, -3.7409e+07, 343545
15.8, 0.195015, 0.693115, 0.476864, 3.87986e+07, -3.7409e+07, 343408
15.9, 0.975318, 0.0434384, 0.221852, 3.87986e+07, -3.7409e+07, 343408
16, 0.890787, 0.623261, 0.287847, 3.87986e+07, -3.7409e+07, 343306
16.1, 0.110842, 0.192102, 0.50759, 3.87986e+07, -3.7409e+07, 343306
16.2, 0.952464, 0.827731, 0.126099, 3.87985e+07, -3.7409e+07, 343976
16.3, 0.548498, 0.449176, 0.505967, 3.87957e+07, -3.74183e+07, 343878
16.4, 0.577926, 0.678191, 0.0312168, 3.88097e+07, -3.74163e+07, 346795
16.5, 0.177029, 0.637438, 0.267759, 3.88097e+07, -3.74163e+07, 346795
16.6, 0.940322, 0.808053, 0.708885, 3.88097e+07, -3.74164e+07, 346641
16.7, 0.47587, 0.820548, 0.662011, 3.88063e+07, -3.74193e+07, 349205
16.8, 0.301165, 0.61369, 0.448131, 3.88062e+07, -3.74193e+07, 349079
16.9, 0.128566, 0.669285, 0.974184, 3.88069e+07, -3.74195e+07, 348470
17, 0.665748, 0.787359, 0.74559, 3.88889e+07, -3.73934e+07, 399218
17.1, 0.684387, 0.532479, 0.330637, 3.88889e+07, -3.73934e+07, 399218
17.2, 0.704737, 0.282644, 0.90014, 3.88889e+07, -3.73934e+07, 399219
17.3, 0.779433, 0.147251, 0.739768, 3.88889e+07, -3.73934e+07, 399228
17.4, 0.051262, 0.342851, 0.327788, 3.88889e+07, -3.73934e+07, 399237
17.5, 0.868326, 0.103925, 0.357762, 3.88891e+07, -3.73938e+07, 399942
17.6, 0.484794, 0.194336, 0.606862, 4.06883e+07, -5.21936e+07, -2.24382e+07
17.7, 0.0582787, 0.784108, 0.876253, 4.21557e+07, -4.67297e+07, -2.43755e+07
17.8, 0.738329, 0.209423, 0.196039, 4.21557e+07, -4.67297e+07, -2.43755e+07
17.9, 0.347286, 0.689287, 0.513225, 4.21557e+07, -4.67297e+07, -2.43755e+07
18, 0.475783, 0.218111, 0.61469, 4.21554e+07, -4.67295e+07, -2.43751e+07
18.1, 0.419845, 0.376438, 0.0801453, 4.20885e+07, -4.68883e+07, -2.45469e+07
18.2, 0.815304, 0.952377, 0.292505, 4.22386e+07, -4.67605e+07, -2.45049e+07
18.3, 0.373222, 0.626492, 0.462208, 4.22386e+07, -4.67605e+07, -2.45049e+07
18.4, 0.899744, 0.807481, 0.452677, 4.22386e+07, -4.67605e+07, -2.45049e+07
18.5, 0.424471, 0.514279, 0.479642, -7.91687e+06, -2.72916e+08, -2.82515e+08
18.6, 0.299217, 0.0227188, 0.743203, -7.91687e+06, -2.72916e+08, -2.82515e+08
18.7, 0.852241, 0.852789, 0.803414, -7.91701e+06, -2.72915e+08, -2.82515e+08
18.8, 0.16425, 0.961504, 0.380124, -7.91701e+06, -2.72915e+08, -2.82515e+08
18.9, 0.483072, 0.888772, 0.858589, -7.91696e+06, -2.72915e+08, -2.82516e+08
19, 0.130871, 0.0161041, 0.099303, -7.91697e+06, -2.72915e+08, -2.82516e+08
19.1, 0.458401, 0.553701, 0.417601, -7.88594e+06, -2.72908e+08, -2.82685e+08
19.2, 0.125975, 0.973809, 0.329804, -8.17432e+06, -2.72963e+08, -2.82756e+08
19.3, 0.53729, 0.514118, 0.262469, -8.17432e+06, -2.72963e+08, -2.82756e+08
19.4, 0.638924, 0.0998485, 0.519657, -8.17433e+06, -2.72963e+08, -2.82756e+08
19.5, 0.575257, 0.859322, 0.93261, 3.18077e+07, -3.26493e+08, -1.3915e+08
19.6, 0.267181, 0.297877, 0.565459, 3.18248e+07, -3.26524e+08, -1.39129e+08
19.7, 0.949444, 0.716063, 0.72074, 3.18319e+07, -3.26534e+08, -1.39124e+08
19.8, 0.673597, 0.708504, 0.904708, 3.18319e+07, -3.26534e+08, -1.39124e+08
19.9, 0.69209, 0.628457, 0.861465, 3.18319e+07, -3.26534e+08, -1.39124e+08
20, 0.32637, 0.565489, 0.605776, 3.18319e+07, -3.26534e+08, -1.39124e+08
20.1, 0.544616, 0.690635, 0.305173, 3.18316e+07, -3.26534e+08, -1.39123e+08
20.2, 0.295558, 0.808506, 0.599755, 3.18442e+07, -3.26523e+08, -1.39119e+08
20.3, 0.824685, 0.457557, 0.317371, 3.18442e+07, -3.26523e+08, -1.39119e+08
20.4, 0.749349, 0.555435, 0.313258, 3.95457e+10, 2.2569e+09, -1.24985e+10
20.5, 0.89768, 0.156065, 0.0265881, 3.95457e+10, 2.2569e+09, -1.24985e+10
20.6, 0.0632497, 0.738636, 0.729143, 3.95457e+10, 2.2569e+09, -1.24985e+10
20.7, 0.168266, 0.362864, 0.902263, 3.95457e+10, 2.2569e+09, -1.24986e+10
20.8, 0.3449, 0.878573, 0.499727, 3.95457e+10, 2.2569e+09, -1.24986e+10
20.9, 0.0951094, 0.772268, 0.703967, 3.95457e+10, 2.2569e+09, -1.24986e+10
21, 0.762649, 0.298601, 0.436194, 3.95457e+10, 2.2569e+09, -1.24986e+10
21.1, 0.46573, 0.860027, 0.112151, 3.95457e+10, 2.2569e+09, -1.24986e+10
21.2, 0.896824, 0.777746, 0.903791, 3.95456e+10, 2.2571e+09, -1.24987e+10
21.3, 0.146924, 0.30653, 0.667262, 3.95456e+10, 2.2571e+09, -1.24987e+10
21.4, 0.945701, 0.141124, 0.778682, 3.95456e+10, 2.2571e+09, -1.24987e+10
21.5, 0.655746, 0.944479, 0.241373, 3.95456e+10, 2.2571e+09, -1.24987e+10
21.6, 0.359175, 0.77904, 0.681355, 3.95456e+10, 2.2571e+09, -1.24987e+10
21.7, 0.235186, 0.71497, 0.249733, 3.95456e+10, 2.2571e+09, -1.24987e+10
21.8, 0.289928, 0.144863, 0.727741, 3.95456e+10, 2.2571e+09, -1.24987e+10
21.9, 0.466126, 0.668675, 0.447915, 3.95456e+10, 2.25709e+09, -1.24987e+10
22, 0.133684, 0.80475, 0.96724, 3.95456e+10, 2.25709e+09, -1.24987e+10
22.1, 0.542119, 0.7914, 0.591912, 3.95457e+10, 2.25706e+09, -1.24987e+10
22.2, 0.457524, 0.372809, 0.689468, 3.95457e+10, 2.25706e+09, -1.24987e+10
22.3, 0.28881, 0.0744889, 0.773335, 3.95457e+10, 2.25706e+09, -1.24987e+10
22.4, 0.978606, 0.906484, 0.714785, 3.95457e+10, 2.25706e+09, -1.24987e+10
22.5, 0.36209, 0.258424, 0.857631, 3.95457e+10, 2.25706e+09, -1.24987e+10
22.6, 0.820138, 0.594164, 0.892843, 3.95457e+10, 2.25706e+09, -1.24987e+10
22.7, 0.58918, 0.0104028, 0.475516, 3.95457e+10, 2.25706e+09, -1.24987e+10
22.8, 0.675727, 0.0462606, 0.375616, 3.95457e+10, 2.25706e+09, -1.24987e+10
22.9, 0.786592, 0.0755105, 0.282814, 3.95457e+10, 2.25706e+09, -1.24987e+10
23, 0.788658, 0.0477318, 0.104415, 3.95457e+10, 2.25706e+09, -1.24987e+10
23.1, 0.528787, 0.682562, 0.586886, 3.95457e+10, 2.25706e+09, -1.24987e+10
23.2, 0.657391, 0.380764, 0.820874, 4.01956e+10, 1.28226e+09, -1.25129e+10
23.3, 0.175498, 0.179326, 0.9725, 4.01956e+10, 1.28226e+09, -1.25129e+10
23.4, 0.679994, 0.95727, 0.146005, 4.01956e+10, 1.28226e+09, -1.25129e+10
23.5, 0.32913, 0.867741, 0.977745, 4.01956e+10, 1.28226e+09, -1.25129e+10
23.6, 0.723514, 0.425873, 0.354401, 4.01956e+10, 1.28226e+09, -1.25129e+10
23.7, 0.241838, 0.025978, 0.876677, 4.01956e+10, 1.28226e+09, -1.25129e+10
23.8, 0.69449, 0.635086, 0.415917, 4.01956e+10, 1.28226e+09, -1.25129e+10
23.9, 0.136795, 0.25231, 0.79872, 4.01956e+10, 1.28226e+09, -1.25129e+10
24, 0.725707, 0.263749, 0.535553, 4.01956e+10, 1.28226e+09, -1.25129e+10
24.1, 0.217446, 0.630717, 0.38889, 4.01956e+10, 1.28226e+09, -1.25129e+10
24.2, 0.0722608, 0.657063, 0.859418, 4.01956e+10, 1.28225e+09, -1.2513e+10
24.3, 0.563864, 0.90442, 0.908759, 4.01956e+10, 1.28221e+09, -1.25129e+10
24.4, 0.633854, 0.41399, 0.453383, 4.01956e+10, 1.28221e+09, -1.25129e+10
24.5, 0.700998, 0.894491, 0.0139187, 4.01956e+10, 1.28221e+09, -1.25129e+10
24.6, 0.691788, 0.482973, 0.249547, 4.01956e+10, 1.28221e+09, -1.25129e+10
24.7, 0.660988, 0.235593, 0.102111, 4.01956e+10, 1.28221e+09, -1.25129e+10
24.8, 0.460913, 0.210577, 0.789786, 4.01956e+10, 1.28221e+09, -1.25129e+10
24.9, 0.707615, 0.944588, 0.592854, 4.01956e+10, 1.28221e+09, -1.25129e+10
25, 0.11733, 0.0354046, 0.823233, 4.01956e+10, 1.28221e+09, -1.25129e+10
25.1, 0.748347, 0.355059, 0.855353, 4.01944e+10, 1.28067e+09, -1.25134e+10
25.2, 0.920968, 0.0634659, 0.359719, 4.01944e+10, 1.28067e+09, -1.25134e+10
25.3, 0.181293, 0.984359, 0.66773, 4.01944e+10, 1.28067e+09, -1.25134e+10
25.4, 0.637086, 0.196067, 0.0556054, 4.01942e+10, 1.28082e+09, -1.25134e+10
25.5, 0.45184, 0.110688, 0.110211, 4.01939e+10, 1.28077e+09, -1.25066e+10
25.6, 0.80463, 0.457055, 0.497468, 4.01939e+10, 1.28077e+09, -1.25066e+10
25.7, 0.426447, 0.816827, 0.038468, 4.01939e+10, 1.28077e+09, -1.25066e+10
25.8, 0.27316, 0.560292, 0.843337, 4.01939e+10, 1.28077e+09, -1.25066e+10
25.9, 0.345602, 0.482234, 0.534907, 4.01939e+10, 1.28077e+09, -1.25066e+10
26, 0.494582, 0.336265, 0.462483, 4.01939e+10, 1.28077e+09, -1.25066e+10
26.1, 0.755216, 0.124386, 0.689444, 4.01939e+10, 1.28077e+09, -1.25066e+10
26.2, 0.957228, 0.903636, 0.945729, 4.01939e+10, 1.28077e+09, -1.25066e+10
26.3, 0.870914, 0.748333, 0.346368, 4.01939e+10, 1.28077e+09, -1.25066e+10
