Number:0, mass:1, radius:0.001
time,x,y,z
3.46, 1.52717e+07, -447943, -4.56672e+06
3.47, 1.49951e+07, -506474, -4.65205e+06
3.48, 1.47085e+07, -555006, -4.72739e+06
3.49, 1.4412e+07, -593537, -4.79272e+06
3.5, 1.41054e+07, -622068, -4.84805e+06
3.51, 1.37888e+07, -640600, -4.89338e+06
3.52, 1.34622e+07, -649131, -4.92872e+06
3.53, 1.31257e+07, -647662, -4.95405e+06
3.54, 1.27791e+07, -636194, -4.96938e+06
3.55, 1.24225e+07, -614725, -4.97471e+06
3.56, 1.20559e+07, -583257, -4.97005e+06
3.57, 1.16794e+07, -541788, -4.95538e+06
3.58, 1.12928e+07, -490319, -4.93071e+06
3.59, 1.08962e+07, -428851, -4.89604e+06
3.6, 1.04897e+07, -357382, -4.85138e+06
3.61, 1.00731e+07, -275913, -4.79671e+06
3.62, 9.64651e+06, -184445, -4.73204e+06
3.63, 9.20994e+06, -82976.2, -4.65737e+06
3.64, 8.76336e+06, 27842.4, -4.57271e+06
3.65, 8.30679e+06, 134211, -4.47804e+06
3.66, 7.84022e+06, 230580, -4.37337e+06
3.67, 7.36364e+06, 316948, -4.2587e+06
3.68, 6.87707e+06, 393317, -4.13404e+06
3.69, 6.3805e+06, 459686, -3.99937e+06
3.7, 5.87392e+06, 516054, -3.8547e+06
3.71, 5.35735e+06, 562423, -3.70003e+06
3.72, 4.83078e+06, 598791, -3.53537e+06
3.73, 4.2942e+06, 625160, -3.3607e+06
3.74, 3.74763e+06, 641529, -3.17603e+06
3.75, 3.19106e+06, 647897, -2.98136e+06
3.76, 2.62448e+06, 644266, -2.7767e+06
3.77, 2.04791e+06, 630635, -2.56203e+06
3.78, 1.46134e+06, 607003, -2.33736e+06
3.79, 864765, 573372, -2.10269e+06
3.8, 258191, 529740, -1.85803e+06
3.81, -354960, 476109, -1.60336e+06
3.82, -959833, 412478, -1.33869e+06
3.83, -1.55471e+06, 338846, -1.06402e+06
3.84, -2.13958e+06, 255215, -779356
3.85, -2.71445e+06, 161584, -484688
3.86, -3.27933e+06, 57952.1, -180021
3.87, -3.8342e+06, -53327.2, 132755
3.88, -4.37907e+06, -157259, 438722
3.89, -4.91395e+06, -251190, 734690
3.9, -5.43882e+06, -335121, 1.02066e+06
3.91, -5.95369e+06, -409053, 1.29662e+06
3.92, -6.45856e+06, -472984, 1.56259e+06
3.93, -6.95344e+06, -526916, 1.81856e+06
3.94, -7.43831e+06, -570847, 2.06453e+06
3.95, -7.91318e+06, -604778, 2.30049e+06
3.96, -8.37806e+06, -628710, 2.52646e+06
3.97, -8.83293e+06, -642641, 2.74243e+06
3.98, -9.2778e+06, -646572, 2.9484e+06
3.99, -9.71268e+06, -640504, 3.14436e+06
4, -1.01376e+07, -624435, 3.33033e+06
4.01, -1.05524e+07, -598367, 3.5063e+06
4.02, -1.09573e+07, -562298, 3.67227e+06
4.03, -1.13522e+07, -516229, 3.82823e+06
4.04, -1.1737e+07, -460161, 3.9742e+06
4.05, -1.21119e+07, -394092, 4.11017e+06
4.06, -1.24768e+07, -318023, 4.23614e+06
4.07, -1.28317e+07, -231955, 4.35211e+06
4.08, -1.31765e+07, -135886, 4.45807e+06
4.09, -1.35114e+07, -29817.5, 4.55404e+06
4.1, -1.38363e+07, 80701.1, 4.64001e+06
4.11, -1.41512e+07, 181870, 4.71598e+06
4.12, -1.4456e+07, 273038, 4.78194e+06
4.13, -1.47509e+07, 354207, 4.83791e+06
4.14, -1.50358e+07, 425376, 4.88388e+06
4.15, -1.53106e+07, 486544, 4.91985e+06
4.16, -1.55755e+07, 537713, 4.94581e+06
4.17, -1.58304e+07, 578881, 4.96178e+06
4.18, -1.60753e+07, 610050, 4.96775e+06
4.19, -1.63101e+07, 631219, 4.96372e+06
4.2, -1.6535e+07, 642387, 4.94968e+06
4.21, -1.67499e+07, 643556, 4.92565e+06
4.22, -1.69548e+07, 634725, 4.89162e+06
4.23, -1.71496e+07, 615893, 4.84759e+06
4.24, -1.73345e+07, 587062, 4.79355e+06
4.25, -1.75094e+07, 548230, 4.72952e+06
4.26, -1.76743e+07, 499399, 4.65549e+06
4.27, -1.78291e+07, 440568, 4.57146e+06
4.28, -1.7974e+07, 371736, 4.47742e+06
4.29, -1.81089e+07, 292905, 4.37339e+06
4.3, -1.82337e+07, 204074, 4.25936e+06
4.31, -1.83486e+07, 105242, 4.13533e+06
4.32, -1.84535e+07, -3569.23, 4.00129e+06
4.33, -1.85484e+07, -111501, 3.85726e+06
4.34, -1.86332e+07, -209432, 3.70323e+06
4.35, -1.87081e+07, -297363, 3.5392e+06
4.36, -1.8773e+07, -375295, 3.36516e+06
4.37, -1.88279e+07, -443226, 3.18113e+06
4.38, -1.88727e+07, -501157, 2.9871e+06
4.39, -1.89076e+07, -549089, 2.78307e+06
4.4, -1.89325e+07, -587020, 2.56903e+06
4.41, -1.89474e+07, -614952, 2.345e+06
4.42, -1.89522e+07, -632883, 2.11097e+06
4.43, -1.89471e+07, -640814, 1.86694e+06
4.44, -1.8932e+07, -638746, 1.6129e+06
4.45, -1.89068e+07, -626677, 1.34887e+06
4.46, -1.88717e+07, -604609, 1.07484e+06
4.47, -1.88266e+07, -572540, 790806
4.48, -1.87715e+07, -530471, 496773
4.49, -1.87063e+07, -478403, 192741
4.5, -1.86312e+07, -416334, -119732
4.51, -1.85461e+07, -344265, -425864
4.52, -1.8451e+07, -262197, -721996
4.53, -1.83458e+07, -170128, -1.00813e+06
4.54, -1.82307e+07, -68059.5, -1.28426e+06
4.55, -1.81056e+07, 42449.1, -1.55039e+06
4.56, -1.79704e+07, 146618, -1.80653e+06
4.57, -1.78253e+07, 240786, -2.05266e+06
4.58, -1.76702e+07, 324955, -2.28879e+06
4.59, -1.75051e+07, 399124, -2.51492e+06
4.6, -1.73299e+07, 463292, -2.73106e+06
4.61, -1.71448e+07, 517461, -2.93719e+06
4.62, -1.69497e+07, 561629, -3.13332e+06
4.63, -1.67446e+07, 595798, -3.31945e+06
4.64, -1.65294e+07, 619967, -3.49559e+06
4.65, -1.63043e+07, 634135, -3.66172e+06
4.66, -1.60692e+07, 638304, -3.81785e+06
4.67, -1.58241e+07, 632473, -3.96398e+06
4.68, -1.55689e+07, 616641, -4.10012e+06
4.69, -1.53038e+07, 590810, -4.22625e+06
4.7, -1.50287e+07, 554978, -4.34238e+06
4.71, -1.47435e+07, 509147, -4.44851e+06
4.72, -1.44484e+07, 453316, -4.54465e+06
4.73, -1.41433e+07, 387484, -4.63078e+06
4.74, -1.38282e+07, 311653, -4.70691e+06
4.75, -1.3503e+07, 225822, -4.77304e+06
4.76, -1.31679e+07, 129990, -4.82918e+06
4.77, -1.28228e+07, 24158.8, -4.87531e+06
4.78, -1.24677e+07, -85352.6, -4.91144e+06
4.79, -1.21025e+07, -185284, -4.93757e+06
4.8, -1.17274e+07, -275215, -4.95371e+06
4.81, -1.13423e+07, -355147, -4.95984e+06
4.82, -1.09472e+07, -425078, -4.95597e+06
4.83, -1.0542e+07, -485009, -4.9421e+06
4.84, -1.01269e+07, -534941, -4.91824e+06
4.85, -9.70177e+06, -574872, -4.88437e+06
4.86, -9.26664e+06, -604804, -4.8405e+06
4.87, -8.82152e+06, -624735, -4.78663e+06
4.88, -8.36639e+06, -634666, -4.72277e+06
4.89, -7.90126e+06, -634598, -4.6489e+06
4.9, -7.42614e+06, -624529, -4.56503e+06
4.91, -6.94101e+06, -604460, -4.47116e+06
4.92, -6.44588e+06, -574392, -4.3673e+06
4.93, -5.94076e+06, -534323, -4.25343e+06
4.94, -5.42563e+06, -484255, -4.12956e+06
4.95, -4.9005e+06, -424186, -3.99569e+06
4.96, -4.36538e+06, -354117, -3.85183e+06
4.97, -3.82025e+06, -274049, -3.69796e+06
4.98, -3.26512e+06, -183980, -3.53409e+06
4.99, -2.69999e+06, -83911.5, -3.36022e+06
5, -2.12487e+06, 25605.1, -3.17636e+06
5.01, -1.53974e+06, 130974, -2.98249e+06
5.02, -944614, 226342, -2.77862e+06
5.03, -339488, 311711, -2.56475e+06
5.04, 273569, 387080, -2.34089e+06
5.05, 879596, 452448, -2.10702e+06
5.06, 1.47562e+06, 507817, -1.86315e+06
5.07, 2.06165e+06, 553185, -1.60928e+06
5.08, 2.63768e+06, 588554, -1.34542e+06
5.09, 3.2037e+06, 613923, -1.07155e+06
5.1, 3.75973e+06, 629291, -787680
5.11, 4.30576e+06, 634660, -493813
5.12, 4.84178e+06, 630029, -189945
5.13, 5.36781e+06, 615397, 122282
5.14, 5.88384e+06, 590766, 428050
5.15, 6.38986e+06, 556134, 723817
5.16, 6.88589e+06, 511503, 1.00958e+06
5.17, 7.37192e+06, 456872, 1.28535e+06
5.18, 7.84794e+06, 392240, 1.55112e+06
5.19, 8.31397e+06, 317609, 1.80689e+06
5.2, 8.77e+06, 232978, 2.05266e+06
5.21, 9.21603e+06, 138346, 2.28842e+06
5.22, 9.65205e+06, 33714.8, 2.51419e+06
5.23, 1.00781e+07, -75946.6, 2.72996e+06
5.24, 1.04941e+07, -176478, 2.93573e+06
5.25, 1.09001e+07, -267009, 3.13149e+06
5.26, 1.12962e+07, -347541, 3.31726e+06
5.27, 1.16822e+07, -418072, 3.49303e+06
5.28, 1.20582e+07, -478603, 3.6588e+06
5.29, 1.24242e+07, -529135, 3.81456e+06
5.3, 1.27803e+07, -569666, 3.96033e+06
5.31, 1.31263e+07, -600198, 4.0961e+06
5.32, 1.34623e+07, -620729, 4.22187e+06
5.33, 1.37883e+07, -631260, 4.33763e+06
5.34, 1.41044e+07, -631792, 4.4434e+06
5.35, 1.44104e+07, -622323, 4.53917e+06
5.36, 1.47064e+07, -602854, 4.62494e+06
5.37, 1.49925e+07, -573386, 4.7007e+06
5.38, 1.52685e+07, -533917, 4.76647e+06
5.39, 1.55345e+07, -484449, 4.82224e+06
5.4, 1.57905e+07, -424980, 4.86801e+06
5.41, 1.60366e+07, -355511, 4.90377e+06
5.42, 1.62726e+07, -276043, 4.92954e+06
5.43, 1.64986e+07, -186574, 4.94531e+06
5.44, 1.67146e+07, -87105.5, 4.95108e+06
5.45, 1.69207e+07, 21943.1, 4.94684e+06
5.46, 1.71167e+07, 127312, 4.93261e+06
5.47, 1.73027e+07, 222680, 4.90838e+06
5.48, 1.74787e+07, 308049, 4.87415e+06
5.49, 1.76448e+07, 383418, 4.82991e+06
5.5, 1.78008e+07, 448786, 4.77568e+06
5.51, 1.79468e+07, 504155, 4.71145e+06
5.52, 1.80829e+07, 549523, 4.63722e+06
5.53, 1.82089e+07, 584892, 4.55298e+06
5.54, 1.83249e+07, 610261, 4.45875e+06
5.55, 1.84309e+07, 625629, 4.35452e+06
5.56, 1.8527e+07, 630998, 4.24029e+06
5.57, 1.8613e+07, 626367, 4.11605e+06
5.58, 1.8689e+07, 611735, 3.98182e+06
5.59, 1.8755e+07, 587104, 3.83759e+06
5.6, 1.88111e+07, 552472, 3.68336e+06
5.61, 1.88571e+07, 507841, 3.51912e+06
5.62, 1.88931e+07, 453210, 3.34489e+06
5.63, 1.89192e+07, 388578, 3.16066e+06
5.64, 1.89352e+07, 313947, 2.96643e+06
5.65, 1.89412e+07, 229316, 2.76219e+06
5.66, 1.89372e+07, 134684, 2.54796e+06
5.67, 1.89233e+07, 30052.8, 2.32373e+06
5.68, 1.88993e+07, -79176.6, 2.0895e+06
5.69, 1.88653e+07, -179108, 1.84526e+06
5.7, 1.88213e+07, -269039, 1.59103e+06
5.71, 1.87674e+07, -348971, 1.3268e+06
5.72, 1.87034e+07, -418902, 1.05257e+06
5.73, 1.86294e+07, -478833, 768334
5.74, 1.85454e+07, -528765, 474101
5.75, 1.84515e+07, -568696, 169869
5.76, 1.83475e+07, -598628, -142202
5.77, 1.82335e+07, -618559, -447134
5.78, 1.81096e+07, -628490, -742067
5.79, 1.79756e+07, -628422, -1.027e+06
5.8, 1.78316e+07, -618353, -1.30193e+06
5.81, 1.76776e+07, -598284, -1.56686e+06
5.82, 1.75137e+07, -568216, -1.8218e+06
5.83, 1.73397e+07, -528147, -2.06673e+06
5.84, 1.71557e+07, -478079, -2.30166e+06
5.85, 1.69617e+07, -418010, -2.52659e+06
5.86, 1.67578e+07, -347941, -2.74153e+06
5.87, 1.65438e+07, -267873, -2.94646e+06
5.88, 1.63198e+07, -177804, -3.14139e+06
5.89, 1.60858e+07, -77735.5, -3.32632e+06
5.9, 1.58419e+07, 31463.1, -3.50126e+06
5.91, 1.55879e+07, 135632, -3.66619e+06
5.92, 1.53239e+07, 229800, -3.82112e+06
5.93, 1.505e+07, 313969, -3.96605e+06
5.94, 1.4766e+07, 388138, -4.10099e+06
5.95, 1.4472e+07, 452306, -4.22592e+06
5.96, 1.4168e+07, 506475, -4.34085e+06
5.97, 1.38541e+07, 550643, -4.44578e+06
5.98, 1.35301e+07, 584812, -4.54072e+06
5.99, 1.31961e+07, 608981, -4.62565e+06
6, 1.28521e+07, 623149, -4.70058e+06
6.01, 1.24982e+07, 627318, -4.76551e+06
6.02, 1.21342e+07, 621487, -4.82045e+06
6.03, 1.17602e+07, 605655, -4.86538e+06
6.04, 1.13763e+07, 579824, -4.90031e+06
6.05, 1.09823e+07, 543992, -4.92524e+06
6.06, 1.05783e+07, 498161, -4.94018e+06
6.07, 1.01643e+07, 442330, -4.94511e+06
6.08, 9.74036e+06, 376498, -4.94004e+06
6.09, 9.30639e+06, 300667, -4.92497e+06
6.1, 8.86241e+06, 214836, -4.89991e+06
6.11, 8.40844e+06, 119004, -4.86484e+06
6.12, 7.94447e+06, 13172.8, -4.81977e+06
6.13, 7.47049e+06, -94648.5, -4.7647e+06
6.14, 6.98652e+06, -192580, -4.69964e+06
6.15, 6.49255e+06, -280511, -4.62457e+06
6.16, 5.98857e+06, -358443, -4.5395e+06
6.17, 5.4746e+06, -426374, -4.44443e+06
6.18, 4.95063e+06, -484305, -4.33937e+06
6.19, 4.41665e+06, -532237, -4.2243e+06
6.2, 3.87268e+06, -570168, -4.09923e+06
6.21, 3.31871e+06, -598100, -3.96416e+06
6.22, 2.75473e+06, -616031, -3.8191e+06
6.23, 2.18076e+06, -623962, -3.66403e+06
6.24, 1.59679e+06, -621894, -3.49896e+06
6.25, 1.00281e+06, -609825, -3.32389e+06
6.26, 398841, -587756, -3.13883e+06
6.27, -213872, -555688, -2.94376e+06
6.28, -820745, -513619, -2.73869e+06
6.29, -1.41762e+06, -461551, -2.52362e+06
6.3, -2.00449e+06, -399482, -2.29856e+06
6.31, -2.58136e+06, -327413, -2.06349e+06
6.32, -3.14824e+06, -245345, -1.81842e+06
6.33, -3.70511e+06, -153276, -1.56335e+06
6.34, -4.25198e+06, -51207.5, -1.29829e+06
6.35, -4.78886e+06, 57891.2, -1.02322e+06
6.36, -5.31573e+06, 159060, -738150
6.37, -5.8326e+06, 250228, -443083
6.38, -6.33948e+06, 331397, -138015
6.39, -6.83635e+06, 402566, 173860
6.4, -7.32322e+06, 463734, 477628
6.41, -7.8001e+06, 514903, 771395
6.42, -8.26697e+06, 556072, 1.05516e+06
6.43, -8.72384e+06, 587240, 1.32893e+06
6.44, -9.17072e+06, 608409, 1.5927e+06
6.45, -9.60759e+06, 619577, 1.84647e+06
6.46, -1.00345e+07, 620746, 2.09023e+06
6.47, -1.04513e+07, 611915, 2.324e+06
6.48, -1.08582e+07, 593083, 2.54777e+06
6.49, -1.12551e+07, 564252, 2.76154e+06
6.5, -1.1642e+07, 525420, 2.9653e+06
6.51, -1.20188e+07, 476589, 3.15907e+06
6.52, -1.23857e+07, 417758, 3.34284e+06
6.53, -1.27426e+07, 348926, 3.51661e+06
6.54, -1.30894e+07, 270095, 3.68037e+06
6.55, -1.34263e+07, 181264, 3.83414e+06
6.56, -1.37532e+07, 82432.2, 3.97791e+06
6.57, -1.40701e+07, -25799.2, 4.11168e+06
6.58, -1.43769e+07, -129731, 4.23544e+06
6.59, -1.46738e+07, -223662, 4.34921e+06
6.6, -1.49607e+07, -307593, 4.45298e+06
6.61, -1.52376e+07, -381525, 4.54675e+06
6.62, -1.55044e+07, -445456, 4.63051e+06
6.63, -1.57613e+07, -499387, 4.70428e+06
6.64, -1.60082e+07, -543319, 4.76805e+06
6.65, -1.62451e+07, -577250, 4.82182e+06
6.66, -1.64719e+07, -601182, 4.86558e+06
6.67, -1.66888e+07, -615113, 4.89935e+06
6.68, -1.68957e+07, -619044, 4.92312e+06
6.69, -1.70925e+07, -612976, 4.93689e+06
6.7, -1.72794e+07, -596907, 4.94065e+06
6.71, -1.74563e+07, -570838, 4.93442e+06
6.72, -1.76232e+07, -534770, 4.91819e+06
6.73, -1.778e+07, -488701, 4.89196e+06
6.74, -1.79269e+07, -432633, 4.85572e+06
6.75, -1.80638e+07, -366564, 4.80949e+06
6.76, -1.81907e+07, -290495, 4.75326e+06
6.77, -1.83075e+07, -204427, 4.68703e+06
6.78, -1.84144e+07, -108358, 4.61079e+06
6.79, -1.85113e+07, -2289.46, 4.52456e+06
6.8, -1.85982e+07, 104077, 4.42833e+06
6.81, -1.8675e+07, 200446, 4.3221e+06
6.82, -1.87419e+07, 286814, 4.20586e+06
6.83, -1.87988e+07, 363183, 4.07963e+06
6.84, -1.88456e+07, 429552, 3.9434e+06
6.85, -1.88825e+07, 485920, 3.79717e+06
6.86, -1.89094e+07, 532289, 3.64093e+06
6.87, -1.89263e+07, 568658, 3.4747e+06
6.88, -1.89331e+07, 595026, 3.29847e+06
6.89, -1.893e+07, 611395, 3.11224e+06
6.9, -1.89169e+07, 617763, 2.916e+06
6.91, -1.88938e+07, 614132, 2.70977e+06
6.92, -1.88606e+07, 600501, 2.49354e+06
6.93, -1.88175e+07, 576869, 2.26731e+06
6.94, -1.87644e+07, 543238, 2.03107e+06
6.95, -1.87012e+07, 499607, 1.78484e+06
6.96, -1.86281e+07, 445975, 1.52861e+06
6.97, -1.8545e+07, 382344, 1.26238e+06
6.98, -1.84519e+07, 308712, 986144
6.99, -1.83487e+07, 225081, 699912
7, -1.82356e+07, 131450, 403679
7.01, -1.81125e+07, 27818.2, 97446.6
7.02, -1.79794e+07, -80113.1, -213956
7.03, -1.78362e+07, -178645, -516288
7.04, -1.76831e+07, -267176, -808621
7.05, -1.752e+07, -345707, -1.09095e+06
7.06, -1.73469e+07, -414239, -1.36329e+06
7.07, -1.71637e+07, -472770, -1.62562e+06
7.08, -1.69706e+07, -521301, -1.87795e+06
7.09, -1.67675e+07, -559833, -2.12028e+06
7.1, -1.65543e+07, -588364, -2.35262e+06
7.11, -1.63312e+07, -606896, -2.57495e+06
7.12, -1.60981e+07, -615427, -2.78728e+06
7.13, -1.5855e+07, -613958, -2.98961e+06
7.14, -1.56018e+07, -602490, -3.18195e+06
7.15, -1.53387e+07, -581021, -3.36428e+06
7.16, -1.50656e+07, -549552, -3.53661e+06
7.17, -1.47825e+07, -508084, -3.69894e+06
7.18, -1.44893e+07, -456615, -3.85128e+06
7.19, -1.41862e+07, -395147, -3.99361e+06
7.2, -1.38731e+07, -323678, -4.12594e+06
7.21, -1.355e+07, -242209, -4.24827e+06
7.22, -1.32168e+07, -150741, -4.36061e+06
7.23, -1.28737e+07, -49272.1, -4.46294e+06
7.24, -1.25206e+07, 59116.6, -4.55527e+06
7.25, -1.21574e+07, 159485, -4.6376e+06
7.26, -1.17843e+07, 249854, -4.70994e+06
7.27, -1.14012e+07, 330222, -4.77227e+06
7.28, -1.10081e+07, 400591, -4.8246e+06
7.29, -1.06049e+07, 460960, -4.86693e+06
7.3, -1.01918e+07, 511328, -4.89927e+06
7.31, -9.76868e+06, 551697, -4.9216e+06
7.32, -9.33556e+06, 582066, -4.93393e+06
7.33, -8.89243e+06, 602434, -4.93626e+06
7.34, -8.4393e+06, 612803, -4.9286e+06
7.35, -7.97618e+06, 613171, -4.91093e+06
7.36, -7.50305e+06, 603540, -4.88326e+06
7.37, -7.01992e+06, 583909, -4.84559e+06
7.38, -6.52679e+06, 554277, -4.79793e+06
7.39, -6.02367e+06, 514646, -4.74026e+06
7.4, -5.51054e+06, 465015, -4.67259e+06
7.41, -4.98741e+06, 405383, -4.59492e+06
7.42, -4.45429e+06, 335752, -4.50725e+06
7.43, -3.91116e+06, 256120, -4.40959e+06
7.44, -3.35803e+06, 166489, -4.30192e+06
7.45, -2.79491e+06, 66857.6, -4.18425e+06
7.46, -2.22178e+06, -41291.7, -4.05658e+06
7.47, -1.63865e+06, -143223, -3.91892e+06
7.48, -1.04553e+06, -235154, -3.77125e+06
7.49, -442400, -317086, -3.61358e+06
7.5, 169915, -389017, -3.44591e+06
7.51, 777342, -450949, -3.26825e+06
7.52, 1.37477e+06, -502880, -3.08058e+06
7.53, 1.9622e+06, -544811, -2.88291e+06
7.54, 2.53962e+06, -576743, -2.67524e+06
7.55, 3.10705e+06, -598674, -2.45758e+06
7.56, 3.66448e+06, -610606, -2.22991e+06
7.57, 4.2119e+06, -612537, -1.99224e+06
7.58, 4.74933e+06, -604468, -1.74457e+06
7.59, 5.27676e+06, -586400, -1.48691e+06
7.6, 5.79418e+06, -558331, -1.21924e+06
7.61, 6.30161e+06, -520262, -941572
7.62, 6.79904e+06, -472194, -653904
7.63, 7.28646e+06, -414125, -356237
7.64, 7.76389e+06, -346057, -48569.4
7.65, 8.23132e+06, -267988, 261788
7.66, 8.68874e+06, -179919, 562356
7.67, 9.13617e+06, -81850.7, 852923
7.68, 9.5736e+06, 25618, 1.13349e+06
7.69, 1.0001e+07, 128787, 1.40406e+06
7.7, 1.04185e+07, 221955, 1.66463e+06
7.71, 1.08259e+07, 305124, 1.91519e+06
7.72, 1.12233e+07, 378292, 2.15576e+06
7.73, 1.16107e+07, 441461, 2.38633e+06
7.74, 1.19882e+07, 494630, 2.6069e+06
7.75, 1.23556e+07, 537798, 2.81746e+06
7.76, 1.2713e+07, 570967, 3.01803e+06
7.77, 1.30604e+07, 594136, 3.2086e+06
7.78, 1.33979e+07, 607304, 3.38917e+06
7.79, 1.37253e+07, 610473, 3.55973e+06
7.8, 1.40427e+07, 603641, 3.7203e+06
7.81, 1.43501e+07, 586810, 3.87087e+06
7.82, 1.46476e+07, 559979, 4.01144e+06
7.83, 1.4935e+07, 523147, 4.142e+06
7.84, 1.52124e+07, 476316, 4.26257e+06
7.85, 1.54799e+07, 419485, 4.37314e+06
7.86, 1.57373e+07, 352653, 4.47371e+06
7.87, 1.59847e+07, 275822, 4.56427e+06
7.88, 1.62221e+07, 188990, 4.64484e+06
7.89, 1.64496e+07, 92159, 4.71541e+06
7.9, 1.6667e+07, -14462.4, 4.77598e+06
7.91, 1.68744e+07, -118394, 4.82654e+06
7.92, 1.70718e+07, -212325, 4.86711e+06
7.93, 1.72593e+07, -296256, 4.89768e+06
7.94, 1.74367e+07, -370188, 4.91825e+06
7.95, 1.76041e+07, -434119, 4.92881e+06
7.96, 1.77615e+07, -488051, 4.92938e+06
7.97, 1.7909e+07, -531982, 4.91995e+06
7.98, 1.80464e+07, -565913, 4.90052e+06
7.99, 1.81738e+07, -589845, 4.87108e+06
8, 1.82913e+07, -603776, 4.83165e+06
8.01, 1.83987e+07, -607708, 4.78222e+06
8.02, 1.84961e+07, -601639, 4.72279e+06
8.03, 1.85835e+07, -585570, 4.65335e+06
8.04, 1.8661e+07, -559502, 4.57392e+06
8.05, 1.87284e+07, -523433, 4.48449e+06
8.06, 1.87858e+07, -477364, 4.38506e+06
8.07, 1.88332e+07, -421296, 4.27562e+06
8.08, 1.88707e+07, -355227, 4.15619e+06
8.09, 1.88981e+07, -279159, 4.02676e+06
8.1, 1.89155e+07, -193090, 3.88733e+06
8.11, 1.8923e+07, -97021.3, 3.73789e+06
8.12, 1.89204e+07, 8957.35, 3.57846e+06
8.13, 1.89078e+07, 113126, 3.40903e+06
8.14, 1.88852e+07, 207295, 3.2296e+06
8.15, 1.88527e+07, 291463, 3.04016e+06
8.16, 1.88101e+07, 365632, 2.84073e+06
8.17, 1.87575e+07, 429800, 2.6313e+06
8.18, 1.86949e+07, 483969, 2.41187e+06
8.19, 1.86224e+07, 528138, 2.18243e+06
8.2, 1.85398e+07, 562306, 1.943e+06
8.21, 1.84472e+07, 586475, 1.69357e+06
8.22, 1.83446e+07, 600644, 1.43414e+06
8.23, 1.82321e+07, 604812, 1.1647e+06
8.24, 1.81095e+07, 598981, 885272
8.25, 1.79769e+07, 583149, 595839
8.26, 1.78344e+07, 557318, 296407
8.27, 1.76818e+07, 521487, -12995.5
8.28, 1.75192e+07, 475655, -321328
8.29, 1.73466e+07, 419824, -619660
8.3, 1.71641e+07, 353993, -907993
8.31, 1.69715e+07, 278161, -1.18633e+06
8.32, 1.67689e+07, 192330, -1.45466e+06
8.33, 1.65563e+07, 96498.4, -1.71299e+06
8.34, 1.63338e+07, -9242.96, -1.96132e+06
8.35, 1.61012e+07, -113174, -2.19966e+06
8.36, 1.58586e+07, -207106, -2.42799e+06
8.37, 1.5606e+07, -291037, -2.64632e+06
8.38, 1.53435e+07, -364968, -2.85465e+06
8.39, 1.50709e+07, -428900, -3.05299e+06
8.4, 1.47883e+07, -482831, -3.24132e+06
8.41, 1.44958e+07, -526763, -3.41965e+06
8.42, 1.41932e+07, -560694, -3.58798e+06
8.43, 1.38806e+07, -584625, -3.74632e+06
8.44, 1.3558e+07, -598557, -3.89465e+06
8.45, 1.32255e+07, -602488, -4.03298e+06
8.46, 1.28829e+07, -596419, -4.16131e+06
8.47, 1.25303e+07, -580351, -4.27965e+06
8.48, 1.21677e+07, -554282, -4.38798e+06
8.49, 1.17952e+07, -518214, -4.48631e+06
8.5, 1.14126e+07, -472145, -4.57464e+06
8.51, 1.102e+07, -416076, -4.65297e+06
8.52, 1.06175e+07, -350008, -4.72131e+06
8.53, 1.02049e+07, -273939, -4.77964e+06
8.54, 9.7823e+06, -187871, -4.82797e+06
8.55, 9.34973e+06, -91801.9, -4.8663e+06
8.56, 8.90716e+06, 14084.7, -4.89464e+06
8.57, 8.45459e+06, 117453, -4.91297e+06
8.58, 7.99201e+06, 210822, -4.9213e+06
8.59, 7.51944e+06, 294191, -4.91963e+06
8.6, 7.03687e+06, 367559, -4.90797e+06
8.61, 6.54429e+06, 430928, -4.8863e+06
8.62, 6.04172e+06, 484296, -4.85463e+06
8.63, 5.52915e+06, 527665, -4.81296e+06
8.64, 5.00657e+06, 561034, -4.7613e+06
8.65, 4.474e+06, 584402, -4.69963e+06
8.66, 3.93143e+06, 597771, -4.62796e+06
8.67, 3.37885e+06, 601140, -4.54629e+06
8.68, 2.81628e+06, 594508, -4.45463e+06
8.69, 2.24371e+06, 577877, -4.35296e+06
8.7, 1.66113e+06, 551245, -4.24129e+06
8.71, 1.06856e+06, 514614, -4.11962e+06
8.72, 465987, 467983, -3.98796e+06
8.73, -145986, 411351, -3.84629e+06
8.74, -753659, 344720, -3.69462e+06
8.75, -1.35133e+06, 268089, -3.53295e+06
8.76, -1.93901e+06, 181457, -3.36129e+06
8.77, -2.51668e+06, 84825.8, -3.17962e+06
8.78, -3.08435e+06, -21385.6, -2.98795e+06
8.79, -3.64202e+06, -123917, -2.78628e+06
8.8, -4.1897e+06, -216448, -2.57462e+06
8.81, -4.72737e+06, -298980, -2.35295e+06
8.82, -5.25504e+06, -371511, -2.12128e+06
8.83, -5.77272e+06, -434042, -1.87961e+06
8.84, -6.28039e+06, -486574, -1.62795e+06
8.85, -6.77806e+06, -529105, -1.36628e+06
8.86, -7.26574e+06, -561637, -1.09461e+06
8.87, -7.74341e+06, -584168, -812944
8.88, -8.21108e+06, -596699, -521277
8.89, -8.66876e+06, -599231, -219609
8.9, -9.11643e+06, -591762, 91128.4
8.91, -9.5541e+06, -574293, 396696
8.92, -9.98178e+06, -546825, 692263
8.93, -1.03994e+07, -509356, 977831
8.94, -1.08071e+07, -461888, 1.2534e+06
