lnV;t
2.22113639738253;152.057
2.2194534528102;153.056
2.21765881340444;154.056
2.2159263810835;155.057
2.21411447000449;156.057
2.21225548950237;157.056
2.21057944719802;158.056
2.20892255508203;159.057
2.20711990117598;160.057
2.20539114000261;161.057
2.20357106239508;162.056
2.20197991942008;163.057
2.20019793031562;164.057
2.19840166207786;165.057
2.19669110173008;166.056
2.19505556005138;167.057
2.19323886715788;168.057
2.19159766480442;169.056
2.18974109020949;170.056
2.18815019606051;171.056
2.18646692068326;172.057
2.18466829839233;173.057
2.18290025004807;174.057
2.18116294378887;175.057
2.17951309540405;176.057
2.17769058062228;177.057
2.17588743994809;178.056
2.17426296569887;179.056
2.17256751966932;180.057
2.17080074482683;181.057
2.16916797955369;182.057
2.16745241900255;183.057
2.16576830937799;184.057
2.16397798354258;185.057
2.162207461121;186.057
2.16046838032221;187.057
2.15871472257434;188.056
2.15703895436271;189.057
2.15523291754269;190.056
2.15344682999032;191.057
2.15171569054986;192.056
2.14988835567993;193.057
2.14816270959205;194.056
2.14637562865694;195.056
2.14469074772106;196.056
2.14288571423637;197.057
2.14105391080736;198.057
2.13937180483803;199.056
2.1376278992268;200.057
2.13586913297848;201.057
2.1340125833797;202.057
2.13234229341529;203.057
2.13055044406823;204.056
2.12875537823276;205.056
2.12693324416503;206.057
2.12527495802301;207.057
2.12353019485617;208.057
2.12186625116604;209.056
2.12001950642725;210.057
2.11837375168162;211.056
2.1167011986033;212.057
2.11492933460939;213.057
2.11337184294224;214.057
2.11163037749469;215.057
2.11009198087859;216.057
2.10827192334771;217.056
2.10665536359319;218.056
2.10488996613342;219.057
2.10325571977909;220.056
2.10165547512549;221.057
2.09983223132757;222.057
2.09795657567755;223.056
2.09637240233982;224.056
2.09465029996579;225.057
2.09291289417729;226.056
2.09129599912684;227.057
2.08954037635725;228.056
2.08805434477806;229.056
2.08629301662894;230.057
2.0845907616625;231.056
2.08284823231427;232.057
2.0812648783907;233.056
2.07922901909851;234.057
2.07765244219537;235.057
2.07608591786647;236.056
2.07416514595444;237.057
2.07255538644188;238.057
2.07074130413433;239.057
2.06893655703469;240.057
2.06728039377062;241.057
2.06559613485778;242.057
2.0637820696502;243.056
2.0620537463286;244.057
2.06037339458702;245.056
2.05867745232711;246.057
2.05702976350795;247.056
2.05522569042072;248.057
2.05355947196573;249.057
2.05183907456622;250.056
2.04999985757969;251.056
2.0483764805998;252.057
2.04673754850671;253.057
2.04494067251827;254.056
2.04330905504245;255.056
2.0415060023368;256.057
2.03981674689657;257.056
2.03809857814545;258.057
2.03636440206363;259.057
2.03471871964843;260.056
2.03303104385717;261.057
2.03132739895641;262.056
2.02963398514226;263.057
2.02776659552515;264.057
2.02627807856377;265.056
2.0245364695105;266.057
2.02284473481505;267.056
2.02124288108844;268.056
2.01955883207846;269.057
2.01791182288668;270.056
2.01612893546807;271.057
2.01456963164103;272.057
2.01279413173195;273.056
2.01113593397302;274.057
2.00955541421567;275.056
2.00775755238139;276.057
2.00617167975206;277.057
2.00447550918992;278.056
2.00273596790914;279.057
2.00107451260573;280.057
1.99951861849852;281.056
1.99772973349938;282.057
1.99608710628462;283.057
1.99426484427224;284.057
1.992766471769;285.056
1.99102008007893;286.057
1.98936638519821;287.056
1.98764144432202;288.056
1.9859958725946;289.057
1.9843063465648;290.057
1.98242115029701;291.056
1.98091870682121;292.057
1.9792343912628;293.056
1.97758875562781;294.056
1.97584336108581;295.057
1.97402546892319;296.056
1.97239905674886;297.057
1.9706863818428;298.057
1.96898472859726;299.057
1.96733610789553;300.056
1.96550267024714;301.057
1.96367989913113;302.056
1.9619381544182;303.056
1.96040459520577;304.057
1.95869944481693;305.057
1.95703376587954;306.056
1.95525209120009;307.056
1.95355230184795;308.057
1.95180701403556;309.057
1.9501298051995;310.056
1.9484070292539;311.056
1.94669555482915;312.057
1.94510982888454;313.057
1.94343566146315;314.057
1.94167261193494;315.057
1.93992082020858;316.057
1.93833870070184;317.056
1.93665314922121;318.056
1.93489253457183;319.056
1.93334583328993;320.057
1.93159387274596;321.057
1.92995496797945;322.057
1.92813888571305;323.056
1.92642147247145;324.056
1.9247886524332;325.057
1.92325545849051;326.057
1.92151499222059;327.057
1.91978615538479;328.057
1.91817183158249;329.057
1.91633420380969;330.057
1.91490587404976;331.056
1.91322460650923;332.056
1.9114665785928;333.056
1.90991280668463;334.057
1.90817861224262;335.056
1.90664943510201;336.056
1.90498398244267;337.056
1.90325612024173;338.056
1.90168952860025;339.056
1.90003074451184;340.056
1.89844410784801;341.056
1.89673491075435;342.056
1.89505284983362;343.056
1.89342817854733;344.056
1.89165005204285;345.056
1.89017089579767;346.056
1.88847774810449;347.056
1.88673626013114;348.056
1.88521945362749;349.056
1.883639530472;350.056
1.88192004893601;351.056
1.88035015400991;352.056
1.87864028213901;353.056
1.87703461762252;354.056
1.87568692916334;355.055
1.87367734075933;356.056
1.8720790616424;357.056
1.87041660205133;358.056
1.8688593896089;359.056
1.86722247528948;360.056
1.86562931779451;361.056
1.86384754562231;362.056
1.86214026598985;363.056
1.86064789081586;364.055
1.85912212374422;365.056
1.85732870899263;366.056
1.85557898194101;367.056
1.85402979495418;368.056
1.85257230862457;369.055
1.85101845310298;370.056
1.84899010268233;371.056
1.84722571141204;372.056
1.84534762839798;373.056
1.84365591501656;374.056
1.84224660542406;375.056
1.84102571053097;376.056
1.83929487826745;377.056
