lnV;t
2.5460174279211;398.145
2.54547636813648;399.144
2.54495071095485;400.144
2.54438551743953;401.144
2.54399283391384;402.145
2.54337207948085;403.145
2.54290822658466;404.144
2.54228679830226;405.144
2.5417830794297;406.145
2.54120821515664;407.145
2.54076699928462;408.144
2.54031770455155;409.144
2.53971833072151;410.145
2.53915806461992;411.145
2.53862117729019;412.144
2.53817881824543;413.144
2.53746747385363;414.145
2.53710370232976;415.145
2.53647074084016;416.144
2.53599575666403;417.144
2.53554431262949;418.144
2.53491036302309;419.145
2.53450601027928;420.145
2.53405389305425;421.144
2.53348250528068;422.144
2.53335548587036;423.145
2.53245000526838;424.144
2.53192540466816;425.144
2.53140848343942;426.145
2.53097883789038;427.145
2.53042161507441;428.145
2.52991188235446;429.144
2.52937000649452;430.144
2.52893150965464;431.145
2.52836516562939;432.145
2.52784640027926;433.145
2.52731139110347;434.145
2.52674412852958;435.145
2.52624850915511;436.145
2.52578464274031;437.145
2.52522451725756;438.145
2.52463204326105;439.145
2.5241754387087;440.144
2.52370259325223;441.145
2.52317338240549;442.145
2.52260376696073;443.145
2.52212214871414;444.145
2.52157603414501;445.144
2.52104569640387;446.145
2.52051507725537;447.145
2.52004049743058;448.145
2.51938053764808;449.145
2.51887319935127;450.144
2.51836560353167;451.145
2.51779324212222;452.144
2.51729316548715;453.145
2.51672018975032;454.144
2.51626803352264;455.144
2.51574295282991;456.145
2.51518525763224;457.144
2.51457871422355;458.145
2.51403655747843;459.144
2.51354269632433;460.144
2.51304859115088;461.145
2.5125299231435;462.144
2.51196232181143;463.144
2.51138628259238;464.144
2.51093170761215;465.145
2.51027383155339;466.145
2.50981062215414;467.144
2.50923334177906;468.144
2.50878592357794;469.145
2.50822433385737;470.144
2.50767057438655;471.145
2.50715725872282;472.144
2.50664367943079;473.144
2.50610536092899;474.145
2.50559940367975;475.144
2.50502785378421;476.145
2.5044804927451;477.144
2.50392465562376;478.144
2.50345031498923;479.145
2.50300030127667;480.144
2.50244364057155;481.145
2.50197678906689;482.144
2.501575286294;483.144
2.5010096313694;484.145
2.50064055352669;485.144
2.50007436946893;486.145
2.49960641029599;487.144
2.49906428911041;488.145
2.49861229684411;489.144
2.49798738932653;490.145
2.49751845228302;491.144
2.49701636366618;492.145
2.49653873401771;493.144
2.49605263519825;494.145
2.4956240131292;495.144
2.49508797706175;496.145
2.49465068873739;497.145
2.49418844038624;498.144
2.49361859039002;499.145
2.4931145393793;500.144
2.49262677280314;501.145
2.4920643058746;502.144
2.49149324380781;503.145
2.49093013876556;504.144
2.49032527581486;505.144
2.48990248313863;506.145
2.48931359160621;507.144
2.4887907635093;508.145
2.48825105103839;509.145
2.48776090585422;510.144
2.48727883393306;511.145
2.48677157639751;512.145
2.48633895687963;513.145
2.4857479624519;514.144
2.48523159698694;515.145
2.48474830391862;516.145
2.48426477716517;517.145
2.48378101650049;518.145
2.48321355063753;519.144
2.48268752267912;520.144
2.48228655366531;521.145
2.4817683972875;522.144
2.48119142354052;523.144
2.48078985406779;524.145
2.48025417713512;525.145
2.47973496632387;526.144
2.4792573893893;527.144
2.47881312189944;528.144
2.47833510440496;529.145
2.47781489597424;530.145
2.47732800426445;531.145
2.47679046918574;532.144
2.47635350907661;533.144
2.47581544977622;534.144
2.47531075611455;535.144
2.47479738963957;536.144
2.47435113584848;537.145
2.47378671855222;538.145
2.47339059382675;539.144
2.47286780617624;540.144
2.47237849921073;541.145
2.47184673919921;542.145
2.47129780138008;543.144
2.47079927371626;544.144
2.47030895330742;545.145
2.46977609136103;546.145
2.46930219780896;547.145
2.46874339194558;548.145
2.46826053545893;549.144
2.46765875637845;550.144
2.46723475087698;551.144
2.46670873425291;552.144
2.4661994223223;553.144
2.46568135580287;554.144
2.46516302075139;555.144
2.46469543903297;556.144
2.46427017493756;557.145
2.4637170611054;558.145
2.46324028681493;559.144
2.46266956159511;560.144
2.46207293337906;561.144
2.46162096367892;562.145
2.461160256058;563.145
2.46066518541497;564.145
2.46016132747516;565.145
2.45958884180371;566.145
2.4591357477191;567.145
2.45854556273457;568.144
2.45807487582253;569.144
2.45757827495954;570.144
2.45708999579123;571.145
2.45656718718297;572.145
2.45598406178592;573.145
2.45547783909719;574.144
2.45492842626831;575.144
2.45439589458298;576.144
2.45399201215024;577.145
2.45348477977966;578.145
2.45297728999383;579.145
2.45240067556507;580.145
2.45196153713039;581.145
2.45145327352878;582.144
2.45096199373506;583.145
2.45042734503825;584.145
2.45001322706048;585.145
2.44968526199445;586.145
2.44909810854921;587.145
2.44845875548359;588.145
2.44794006085342;589.145
2.44747300554212;590.144
2.44706631680482;591.144
2.44642566296972;592.145
2.44592324180895;593.145
2.44549858575231;594.144
2.44499569847516;595.144
2.44458800079035;596.144
2.44400652721583;597.145
2.44354631594469;598.145
2.44307720351416;599.145
2.44250354486009;600.145
2.4420687357779;601.144
2.4416250356597;602.144
2.44103312909401;603.144
2.44048443223525;604.144
2.44000516489512;605.144
2.43947334505617;606.144
2.4390546649391;607.145
2.43849615196534;608.145
2.43805959655516;609.145
2.43757042813171;610.144
2.43696737351077;611.145
2.43651265713227;612.144
2.43600522942983;613.145
2.43571640559723;614.145
2.43491951954041;615.145
2.43459532924663;616.144
2.43403431941424;617.144
2.43359581138691;618.144
2.43306057106439;619.145
2.4325865125883;620.145
2.43211222927418;621.145
2.43169045518068;622.145
2.43116298727805;623.145
2.43062644287493;624.144
2.4301952395911;625.144
2.42973743265438;626.144
2.42925298559717;627.144
2.42877711823181;628.144
2.4282481109897;629.144
2.42774529476726;630.145
2.42732167439537;631.145
2.42677423234875;632.145
2.42619114195322;633.145
2.42581106672911;634.145
2.4251743380778;635.144
2.42479387612162;636.144
2.42431588156519;637.144
2.42378450839589;638.144
2.42321739895516;639.145
2.42272978219453;640.145
2.42217094704079;641.145
2.42176271132337;642.145
2.42123886056446;643.145
2.42079470432076;644.144
2.42030590449232;645.145
2.41979018389475;646.145
2.41926529853456;647.145
2.4188380698183;648.145
2.41831268433802;649.145
2.41783158099843;650.145
2.41736807743809;651.144
2.41676163305632;652.144
2.41634225791912;653.145
2.4158066297037;654.145
2.41531538501378;655.145
2.41479708360097;656.144
2.41437688359747;657.145
2.41372388222801;658.145
2.41333008629871;659.145
2.41284657925158;660.145
2.4122911530821;661.144
2.41178921253359;662.144
2.41130495970829;663.145
2.41085636827783;664.145
2.41038961962248;665.145
2.40992265301109;666.145
2.40946445462114;667.145
2.40898806510529;668.145
2.40845747762459;669.145
2.40807060084002;670.145
2.40740446225857;671.145
2.40698114370504;672.145
2.4065396207139;673.144
2.40601674959872;674.145
2.40556577910259;675.145
2.40512363061471;676.145
2.40461807855916;677.144
2.4041213053169;678.144
2.40362428516831;679.144
2.40307275556386;680.145
2.40262045515632;681.144
2.40218605421553;682.144
2.40164278753972;683.144
2.40128044572061;684.144
2.40082733373983;685.145
2.40031053551989;686.145
2.39982069071833;687.145
2.39939414892211;688.145
2.39874945333683;689.145
2.3983406281584;690.144
2.39791345445127;691.145
2.39744062400672;692.145
2.39691297231737;693.144
2.39650339549551;694.144
;
2.57904831001162;347.144034532374
