t (s),V (mV),,,lnV,t,,(lnV)^2,t^2,t*lnV
68.064,16.4615,,,2.80102432110899,68.064,,7.84573724744406,4632.708096,190.648919391962
69.063,16.4435,,,2.79993026234616,69.063,,7.83960947400183,4769.697969,193.371583708413
70.063,16.4266,,,2.79890197210736,70.063,,7.83385224946647,4908.823969,196.099468871758
71.063,16.4099,,,2.79788481123822,71.063,,7.82815941695751,5049.949969,198.826088341021
72.063,16.3937,,,2.79689711468558,72.063,,7.82263347013653,5193.075969,201.552796775587
73.064,16.3752,,,2.79576799518719,73.064,,7.81631868291298,5338.348096,204.269992800357
74.063,16.3594,,,2.79480265568544,74.063,,7.81092188422638,5485.327969,206.991469088031
75.064,16.3416,,,2.79371400385473,75.064,,7.80483793533402,5634.604096,209.707347985351
76.063,16.3229,,,2.79256902982831,76.063,,7.79844178635625,5785.579969,212.411178115831
77.064,16.3061,,,2.7915392709338,77.064,,7.79269150116561,5938.860096,215.127182375242
78.063,16.2891,,,2.79049617246891,78.063,,7.78686888856363,6093.831969,217.83450271144
79.063,16.2721,,,2.78945198481338,79.063,,7.78104237557929,6250.957969,220.5424422753
80.063,16.2555,,,2.78843131304902,80.063,,7.7753491875923,6410.083969,223.250176216644
81.064,16.2382,,,2.78736649115219,81.064,,7.76941195599805,6571.372096,225.955077238761
82.064,16.2203,,,2.78626354420056,82.064,,7.76326453774109,6734.500096,228.651931491275
83.063,16.2033,,,2.78521492519726,83.063,,7.75742217954158,6899.461969,231.34830733166
84.064,16.1867,,,2.78418991738909,84.064,,7.75171349609104,7066.756096,234.050141215396
85.063,16.1705,,,2.78318859457045,85.063,,7.74613875294704,7235.713969,236.746371419946
86.064,16.1538,,,2.78215531610899,86.064,,7.74038820295353,7407.012096,239.443415125604
87.063,16.1374,,,2.78113955940685,87.063,,7.73473724889774,7579.965969,242.134353460639
88.063,16.1198,,,2.78004833005362,88.063,,7.72866871743395,7755.091969,244.819396089512
89.064,16.104,,,2.77906768833749,89.064,,7.72321721636148,7932.396096,247.51488459409
90.063,16.0867,,,2.77799284363604,90.063,,7.71724423929303,8111.343969,250.194369476392
91.064,16.0707,,,2.77699773822824,91.064,,7.71171643812477,8292.652096,252.884522034017
92.064,16.0534,,,2.77592066514775,92.064,,7.70573553919434,8475.780096,255.562360116163
93.063,16.0373,,,2.77491725909237,93.063,,7.70016579480869,8660.721969,258.242124882913
94.064,16.0205,,,2.77386915213943,94.064,,7.69435007319071,8848.036096,260.921227926843
95.063,16.004,,,2.77283869099499,95.063,,7.6886344062788,9036.973969,263.594364482057
96.063,15.9867,,,2.77175712655992,96.063,,7.68263756863572,9228.099969,266.263304848726
97.063,15.9713,,,2.77079336154384,97.063,,7.6772958523754,9421.225969,268.94151605153
98.063,15.9549,,,2.76976599208286,98.063,,7.67160365089876,9616.351969,271.611562481622
99.064,15.9378,,,2.7686936462709,99.064,,7.66566450690083,9813.676096,274.27786737418
100.063,15.922,,,2.76770180066639,100.063,,7.66017325741196,10012.603969,276.944545280081
101.063,15.9045,,,2.76660208805183,101.063,,7.65408711361272,10213.729969,279.601106824782
102.064,15.8884,,,2.76558928321954,102.064,,7.64848408345875,10417.060096,282.267104602519
103.063,15.8736,,,2.7646573519135,103.063,,7.64333027348937,10621.981969,284.933880660261
104.063,15.8561,,,2.76355428432859,104.063,,7.63723228243092,10829.107969,287.583749490086
105.064,15.8385,,,2.76244368493254,105.064,,7.63109511242368,11038.444096,290.233383313753
106.063,15.824,,,2.76152777488036,106.063,,7.62603565143565,11249.359969,292.895920387135
107.064,15.808,,,2.76051614100551,107.064,,7.62044936475196,11462.700096,295.551900120614
108.063,15.7911,,,2.75944649018562,108.063,,7.61454493219776,11677.611969,298.194066068929
109.063,15.7745,,,2.75839471220388,109.063,,7.60874138831432,11894.737969,300.838802497092
110.063,15.7591,,,2.7574179762001,110.063,,7.60335389547148,12113.863969,303.489694714512
111.063,15.7427,,,2.7563767657625,111.063,,7.59761287483535,12334.989969,306.131472735881
112.064,15.7268,,,2.7553662634442,112.064,,7.59204324572643,12558.340096,308.77736494661
113.063,15.7105,,,2.75432927862294,113.063,,7.58632977507955,12783.241969,311.412731228945
114.063,15.6941,,,2.75328484554684,114.063,,7.58057744071788,13010.367969,314.047929337609
115.064,15.678,,,2.75225845576653,115.064,,7.57492660733837,13239.724096,316.68586695432
116.064,15.6612,,,2.75118631597935,116.064,,7.569026145232,13470.852096,319.313688577827
117.064,15.6482,,,2.75035589439688,117.064,,7.56445754584365,13703.980096,321.967662421676
118.063,15.6319,,,2.74931369814588,118.063,,7.55872581081258,13938.871969,324.592223144197
119.063,15.6167,,,2.74834085448576,119.063,,7.55337745243553,14175.997969,327.225707157638
120.063,15.5987,,,2.74718757744974,120.063,,7.54703958569419,14415.123969,329.835582111349
121.063,15.5839,,,2.74623833004181,121.063,,7.54182496539082,14656.249969,332.467850949852
122.063,15.5682,,,2.74523037222649,122.063,,7.53628979659481,14899.375969,335.091054925083
123.063,15.5529,,,2.74424711641403,123.063,,7.53089223594671,15144.501969,337.71528288726
124.064,15.5375,,,2.74325645683683,124.064,,7.52545598797696,15391.876096,340.339369061004
125.064,15.5212,,,2.7422068313537,125.064,,7.51969830592288,15641.004096,342.951355156419
126.063,15.5055,,,2.74119479969451,126.063,,7.51414892987224,15891.879969,345.563240033889
127.063,15.4893,,,2.74014946296221,127.063,,7.50841907937209,16145.005969,348.171611212367
128.063,15.4753,,,2.73924520448938,128.063,,7.50346429031804,16400.131969,350.795958622523
129.064,15.4592,,,2.73820429537795,129.064,,7.49776276322626,16657.516096,353.40359917866
130.063,15.4437,,,2.7372011531939,130.063,,7.492270153046,16916.383969,356.008593587858
131.063,15.4281,,,2.73619052204652,131.063,,7.48673857293721,17177.509969,358.613338390983
132.064,15.4129,,,2.73520482111395,132.064,,7.481345413445,17440.900096,361.222089495593
133.063,15.3963,,,2.73412722081233,133.063,,7.47545165958695,17705.761969,363.811170382951
134.063,15.3805,,,2.73310047330199,134.063,,7.46983819716358,17972.887969,366.407648752285
135.064,15.3651,,,2.73209870385935,135.064,,7.46436332762994,18242.284096,369.008179338059
136.063,15.3487,,,2.73103077989301,136.063,,7.45852912072304,18513.139969,371.592241004583
137.064,15.3349,,,2.73013127651463,137.064,,7.4536167870034,18786.540096,374.202713284201
138.063,15.317,,,2.72896332268242,138.063,,7.44724081654586,19061.391969,376.768863219503
139.064,15.3014,,,2.7279443274802,139.064,,7.44168025383137,19338.796096,379.358849956706
140.063,15.2864,,,2.72696354421351,140.063,,7.43633017146949,19617.643969,381.946694893176
141.063,15.2718,,,2.72600799047599,141.063,,7.43111956413893,19898.769969,384.538865160514
142.063,15.2553,,,2.72492698365865,142.063,,7.42522706627102,20181.895969,387.111302079499
143.063,15.2404,,,2.72394979663322,143.063,,7.41990249457817,20467.021969,389.696429755739
144.064,15.2254,,,2.72296508582884,144.064,,7.41453885864286,20754.436096,392.281242124846
145.063,15.2096,,,2.72192680743755,145.063,,7.40888554504719,21043.273969,394.850868467314
146.063,15.1933,,,2.72085454120231,146.063,,7.40304943438123,21334.399969,397.416176851633
147.064,15.1785,,,2.71987995285579,147.064,,7.3977469579468,21627.820096,399.996425386783
148.063,15.1628,,,2.71884505972984,148.063,,7.39211845881733,21922.651969,402.560356078779
149.064,15.1475,,,2.71783550183701,149.064,,7.38662981504562,22220.076096,405.131431245832
150.063,15.1327,,,2.71685796528318,150.063,,7.38131720352268,22518.903969,407.69985684429
151.064,15.1177,,,2.7158662427784,151.064,,7.37592944866325,22820.332096,410.269618099076
152.063,15.1031,,,2.71490002076337,152.063,,7.37068212274095,23123.155969,412.83584185734
153.063,15.0868,,,2.71382018932412,153.063,,7.36482001998322,23428.281969,415.385459638518
154.064,15.0719,,,2.71283208299246,154.064,,7.35945791051323,23735.716096,417.949762034151
155.063,15.0566,,,2.71181643327109,155.063,,7.35394836775913,24044.533969,420.502391592315
156.064,15.0419,,,2.71083964032999,156.064,,7.34865155558444,24355.972096,423.06447762846
157.063,15.0259,,,2.70977537879372,157.063,,7.34288260351663,24668.785969,425.605450319478
158.064,15.01,,,2.70871664564537,158.064,,7.33714586639631,24984.228096,428.15058787729
159.063,14.9961,,,2.70779016729635,159.063,,7.3321275901068,25301.037969,430.709227380659
160.064,14.9806,,,2.7067560306915,160.064,,7.32652820968479,25620.484096,433.254197296604
161.064,14.966,,,2.70578096165817,161.064,,7.32125061247179,25941.612096,435.803904808511
162.063,14.9514,,,2.70480494093718,162.063,,7.31596976851818,26264.415969,438.348803143102
163.063,14.9354,,,2.70373423403456,163.063,,7.31017880829047,26589.541969,440.879015404378
164.064,14.9241,,,2.70297735595292,164.064,,7.30608658679423,26916.996096,443.46127692706
165.064,14.9091,,,2.70197176478174,165.064,,7.30065141767775,27246.124096,445.998267381933
166.063,14.8903,,,2.70070999424312,166.063,,7.29383447300469,27576.919969,448.488003773996
167.063,14.8765,,,2.69978278668378,167.063,,7.28882709527405,27910.045969,451.033811691753
168.064,14.8622,,,2.69882107678374,168.064,,7.28363520449216,28245.508096,453.574665448583
169.063,14.8468,,,2.6977843538123,169.063,,7.27804041967444,28582.297969,456.095516208569
170.063,14.8315,,,2.69675329735991,170.063,,7.27247834682156,28921.423969,458.617956008919
171.063,14.816,,,2.69570767790382,171.063,,7.26683988470963,29262.549969,461.135842505262
172.064,14.8018,,,2.69474879499638,172.064,,7.26167106813445,29606.020096,463.669256662257
173.063,14.7876,,,2.69378899174994,173.063,,7.25649913207316,29950.801969,466.19520427922
174.063,14.7724,,,2.69276057487987,174.063,,7.25095951362736,30297.927969,468.709983945314
175.064,14.7583,,,2.69180563638728,175.064,,7.24581758408634,30647.404096,471.238261928503
176.063,14.7425,,,2.69073447889252,176.063,,7.24005203590101,30998.179969,473.738784557254
177.064,14.7285,,,2.68978439229532,177.064,,7.23494007703549,31351.660096,476.263983637378
178.064,14.7134,,,2.68875864318782,178.064,,7.22942304131722,31706.788096,478.771119040597
179.064,14.6988,,,2.6877658577995,179.064,,7.2240853063527,32063.916096,481.28210556101
180.063,14.6854,,,2.68685380295854,180.063,,7.21918335847278,32422.683969,483.802956322124
181.063,14.67,,,2.68580459215489,181.063,,7.2135463072403,32783.809969,486.299836869341
182.063,14.6546,,,2.6847542793516,182.063,,7.20790554049672,33146.935969,488.79441836159
183.064,14.64,,,2.68375750853317,183.064,,7.20255436460815,33512.428096,491.299384542115
184.064,14.6256,,,2.68277341791742,184.064,,7.1972732118843,33879.556096,493.802006395552
185.063,14.6093,,,2.681658312226,185.063,,7.19129130353079,34248.313969,496.27573223548
186.063,14.5957,,,2.68072696478665,186.063,,7.18629705973425,34619.439969,498.784101249099
187.063,14.5805,,,2.67968501954531,187.063,,7.18071180397557,34992.565969,501.269918811205
188.063,14.5652,,,2.67863512186535,188.063,,7.17508611609062,35367.691969,503.752156923364
189.063,14.5511,,,2.67766659213443,189.063,,7.16989837863282,35744.817969,506.247678908712
190.064,14.5363,,,2.67664896929587,190.064,,7.16444970483265,36124.324096,508.73460970025
191.063,14.5215,,,2.6756303098461,191.063,,7.15899755496713,36505.069969,511.213953890125
192.063,14.5065,,,2.67459682484299,192.063,,7.15346817546021,36888.195969,513.691089969819
193.063,14.4918,,,2.67358297221996,193.063,,7.14804590934453,37273.321969,516.169949365703
194.063,14.4785,,,2.67266479043141,194.063,,7.1431370820118,37660.447969,518.665347225492
195.064,14.4627,,,2.67157292129194,195.064,,7.13730187378034,38049.964096,521.127700318891
196.063,14.4481,,,2.67056291802388,196.063,,7.13190629912421,38440.699969,523.598577396516
197.063,14.4342,,,2.66960039072701,197.063,,7.12676624616981,38833.825969,526.079461797837
198.063,14.4196,,,2.66858839222102,198.063,,7.12136400709678,39228.951969,528.548622728472
199.063,14.4044,,,2.66753371546492,199.063,,7.11573612314208,39626.077969,531.007264001593
200.063,14.3918,,,2.66665859994245,200.063,,7.11106808864701,40025.203969,533.499719480286
201.064,14.3754,,,2.66551841238323,201.064,,7.10498840675403,40426.732096,535.939794067422
202.063,14.3618,,,2.66457190395407,202.063,,7.09994343134139,40829.455969,538.41139262867
203.063,14.346,,,2.66347115770424,203.063,,7.09407860792238,41234.581969,540.852443696897
204.064,14.3324,,,2.66252270862623,204.064,,7.08902717395034,41642.116096,543.325034013102
205.063,14.317,,,2.66144764237819,205.063,,7.08330355312043,42050.833969,545.764437888999
206.064,14.3022,,,2.6604133715866,206.064,,7.07779930771679,42462.372096,548.215421002622
207.063,14.2866,,,2.65932203501086,207.063,,7.07199368589429,42875.085969,550.647198535453
208.064,14.2723,,,2.6583205957961,208.064,,7.06666839003376,43290.628096,553.100816443721
209.063,14.2597,,,2.65743737689669,209.063,,7.06197341212755,43707.337969,555.571830326152
210.064,14.2448,,,2.65639192783727,210.064,,7.05641807427901,44126.884096,558.012313929208
211.063,14.231,,,2.65542268370152,211.063,,7.0512696291166,44547.589969,560.461477890094
212.063,14.2155,,,2.65433291859622,212.063,,7.04548324274354,44970.715969,562.885801716271
213.063,14.2008,,,2.65329830104846,213.063,,7.03999187434663,45395.841969,565.319695916287
214.063,14.187,,,2.65232605232985,214.063,,7.03483348786764,45822.967969,567.764871739884
215.063,14.1717,,,2.6512470182779,215.063,,7.02911075192745,46252.093969,570.1851374919
216.063,14.1599,,,2.65041402609374,216.063,,7.02469450971445,46683.219969,572.656405719893
217.064,14.1447,,,2.64933999562088,217.064,,7.01900241239643,47116.780096,575.07633680945
218.063,14.1312,,,2.64838511878048,218.063,,7.01394373737787,47551.471969,577.514804156627
219.063,14.1164,,,2.64733724205082,219.063,,7.00839447314926,47988.597969,579.93363825538
220.063,14.1045,,,2.6464938954031,220.063,,7.0039299384059,48427.723969,582.395386104093
221.063,14.0904,,,2.64549371443595,221.063,,6.99863699312011,48868.849969,584.820776994354
222.064,14.0761,,,2.6444783237251,222.064,,6.99326560465189,49312.420096,587.24343447969
223.063,14.061,,,2.64340500760868,223.063,,6.98759003425064,49757.101969,589.645851212215
224.064,14.0478,,,2.64246579988937,224.064,,6.98262550358494,50204.676096,592.081456986411
225.063,14.0344,,,2.64151145863284,225.063,,6.97758278608858,50653.353969,594.506493414282
226.063,14.0197,,,2.64046348337465,226.063,,6.97204740703499,51104.479969,596.911096442124
227.063,14.0064,,,2.63951436801444,227.063,,6.96703609895466,51557.605969,599.336050944463
228.063,13.9926,,,2.63852861844357,228.063,,6.96183327034571,52012.731969,601.750752308095
229.063,13.979,,,2.63755620348899,229.063,,6.95670272656326,52469.857969,604.166536639799
230.063,13.9649,,,2.63654703861246,230.063,,6.95138028681614,52928.983969,606.571921344299
231.063,13.951,,,2.63555119028597,231.063,,6.9461300766178,53390.109969,608.978364681047
232.063,13.9367,,,2.63452564846981,232.063,,6.94072539244526,53853.235969,611.375925560849
233.063,13.9239,,,2.63360678807911,233.063,,6.93588471421634,54318.361969,613.796298850081
234.064,13.9099,,,2.6326008168369,234.064,,6.93058706081032,54785.956096,616.197077592112
235.064,13.8958,,,2.63158663620426,235.064,,6.92524822384883,55255.084096,618.591281052717
236.064,13.8832,,,2.63067947605709,236.064,,6.920474505748,55726.212096,621.008719835941
237.063,13.8681,,,2.62959123864189,237.063,,6.91475008234219,56198.865969,623.378787806162
238.063,13.854,,,2.62857399960041,238.063,,6.90940127137531,56673.991969,625.766212066873
239.064,13.8409,,,2.62762797697697,239.064,,6.90442878539209,57151.596096,628.171254688022
240.063,13.8274,,,2.62665213089526,240.063,,6.8993014167366,57630.243969,630.561990499108
241.063,13.8127,,,2.62558845881115,241.063,,6.89371475504232,58111.369969,632.932230646393
242.064,13.7996,,,2.62463960623583,242.064,,6.88873306262175,58594.980096,635.330761643869
243.064,13.7859,,,2.62364633070148,243.064,,6.88352006860333,59080.108096,637.713971725624
244.063,13.7718,,,2.62262302315183,244.063,,6.87815152156606,59566.747969,640.085242899506
245.063,13.759,,,2.62169315544568,245.063,,6.87327500131072,60055.873969,642.479989752985
246.064,13.7459,,,2.62074059782936,246.064,,6.868281281111,60547.492096,644.869914464284
247.063,13.7315,,,2.61969246363047,247.063,,6.86278860400228,61040.125969,647.229079141935
248.063,13.718,,,2.61870883907713,248.063,,6.85763598386069,61535.251969,649.60477074799
249.064,13.7044,,,2.61771694915393,249.064,,6.85244202588774,62032.876096,651.979054224074
250.064,13.691,,,2.61673868265162,250.064,,6.84732133328533,62532.004096,654.352141938594
251.064,13.6776,,,2.61575945820676,251.064,,6.84219754319814,63033.132096,656.723032615223
252.063,13.6636,,,2.61473536261304,252.063,,6.83684101649914,63535.755969,659.07803970633
253.063,13.6511,,,2.61382010446467,253.063,,6.8320555385037,64040.881969,661.461157096143
254.064,13.6374,,,2.61281601841003,254.064,,6.82680754606005,64548.516096,663.822488901326
255.063,13.6241,,,2.61184028332171,255.063,,6.82170966558201,65057.133969,666.183818184884
256.064,13.6102,,,2.61081951163255,256.064,,6.81637852232124,65568.772096,668.536887426678
257.063,13.5958,,,2.60976092151679,257.063,,6.81085206747616,66081.385969,670.87297176787
258.063,13.5829,,,2.6088116486694,258.063,,6.80589821823314,66596.511969,673.237760490571
259.064,13.5704,,,2.60789095019938,259.064,,6.8010952081318,67114.156096,675.610661122451
260.063,13.5567,,,2.60688089006285,260.063,,6.79582797497489,67632.763969,677.953264912415
261.063,13.5425,,,2.60583288854992,261.063,,6.7903650430484,68153.889969,680.286551383507
262.064,13.5296,,,2.60487987781367,262.064,,6.78539917783857,68677.540096,682.645240299362
263.063,13.5159,,,2.60386677018602,263.063,,6.78012215687899,69202.141969,684.981004165446
264.063,13.5043,,,2.60300815324665,264.063,,6.77565144586853,69729.267969,687.35814197077
265.064,13.4906,,,2.60199314662123,265.064,,6.77036833506387,70258.924096,689.694711416011
266.063,13.477,,,2.60098452878702,266.063,,6.76512051898945,70789.519969,692.025746682661
267.064,13.4628,,,2.59993032635678,267.064,,6.75963770190968,71323.180096,694.347792678148
268.063,13.451,,,2.59905345272644,268.063,,6.75507885012925,71857.771969,696.710065698209
269.064,13.4376,,,2.59805674772066,269.064,,6.74989886437683,72395.436096,699.043540768711
270.064,13.4241,,,2.59705159904156,270.064,,6.74467700808433,72934.564096,701.37014304356
271.063,13.4103,,,2.59602306840801,271.063,,6.73933577170651,73475.149969,703.685800991879
272.064,13.3969,,,2.5950233369093,272.064,,6.73414611910387,74018.820096,706.012429132892
273.063,13.384,,,2.59405996368452,273.063,,6.72914709519095,74563.401969,708.341795863587
274.064,13.3707,,,2.59306574576427,274.064,,6.72398996185599,75111.076096,710.665970547138
275.063,13.3577,,,2.59209299759939,275.063,,6.71894610820377,75659.653969,712.98887619868
276.063,13.3451,,,2.59114927627165,276.063,,6.71405457192309,76210.779969,715.32044265538
277.063,13.3307,,,2.59006964594013,277.063,,6.70846077082045,76763.905969,717.612466313111
278.064,13.3182,,,2.58913152084553,278.064,,6.7036020322359,77319.588096,719.944267212392
279.063,13.306,,,2.5882150613197,279.063,,6.69885720364212,77876.157969,722.275059657058
280.064,13.2922,,,2.58717739702375,280.064,,6.69348688367057,78435.844096,724.575250520059
281.063,13.2788,,,2.58616877851966,281.063,,6.68826895098989,78996.409969,726.876355397072
282.064,13.2663,,,2.58522698504939,282.064,,6.68339856422754,79560.100096,729.19946431097
283.063,13.2519,,,2.58414093837839,283.063,,6.67778438940315,80124.661969,731.474686440202
284.064,13.2391,,,2.58317457236759,284.064,,6.67279087132646,80692.356096,733.786901725026
285.063,13.225,,,2.58210897774436,285.063,,6.66728677294804,81260.913969,736.063731522741
286.064,13.2126,,,2.58117091975806,286.064,,6.66244331700469,81832.612096,738.380077989671
287.063,13.198,,,2.58006530296123,287.063,,6.65673696754442,82405.165969,740.64128606396
288.064,13.1873,,,2.57925424524451,288.064,,6.6525524616118,82980.868096,742.990294902113
289.063,13.1745,,,2.57828314304314,289.063,,6.64754396570044,83557.417969,745.286260177481
290.064,13.162,,,2.57733389003393,290.064,,6.64264998071742,84137.124096,747.591777478801
291.064,13.1494,,,2.57637613020639,291.064,,6.63771396429724,84718.252096,749.890341962392
292.063,13.1348,,,2.57526519652748,292.063,,6.63199083244572,85300.795969,752.139679093405
293.064,13.1239,,,2.57443499544166,293.064,,6.62771554575472,85886.508096,754.474217504116
294.063,13.1103,,,2.57339818080898,294.063,,6.62237819699099,86473.047969,756.741189243232
295.064,13.0981,,,2.57246718152011,295.064,,6.61758739999804,87062.764096,759.042456448051
296.063,13.085,,,2.57146653598211,296.063,,6.61244014567583,87653.299969,761.316097042471
297.064,13.0716,,,2.57044193789426,297.064,,6.60717175608561,88247.020096,763.585763838621
298.063,13.0573,,,2.56934736434331,298.063,,6.60154587865792,88841.551969,765.82738345826
299.064,13.047,,,2.56855822228361,299.064,,6.59749134126074,89439.276096,768.163296189026
300.063,13.0314,,,2.56736182972419,300.063,,6.59134676472476,90037.803969,770.370292712531
301.064,13.0193,,,2.56643287189426,301.064,,6.58657768593941,90639.532096,772.660546143973
302.064,13.0115,,,2.56583358180456,302.064,,6.58350196951602,91242.660096,775.045955054213
303.063,12.9952,,,2.56458005850984,303.063,,6.57707087650634,91847.181969,777.229326272168
304.063,12.9857,,,2.5638487520175,304.063,,6.57332042322171,92454.307969,779.571543084698
305.063,12.9718,,,2.56277777050321,305.063,,6.56782990098542,93063.433969,781.808675003021
306.064,12.9593,,,2.56181367711973,306.064,,6.56288931627771,93675.172096,784.078941273973
307.064,12.946,,,2.56078686012332,307.064,,6.55762934298025,94288.300096,786.325456416907
308.064,12.9323,,,2.55972805786197,308.064,,6.55220773020583,94903.428096,788.560064417191
309.063,12.9204,,,2.55880745762754,309.063,,6.54749560521029,95519.937969,790.832709276739
