t (s),V (mV),,,lnV,t,,(lnV)^2,t^2,t*lnV
59.056,10.8753,,,2.38649416280115,59.056,,5.69535438908397,3487.611136,140.936799278385
60.057,10.8555,,,2.38467186399216,60.057,,5.68665989891582,3606.843249,143.216238135777
61.057,10.8366,,,2.38292929367554,61.057,,5.67835201865699,3727.957249,145.494513883947
62.057,10.8174,,,2.38115594879407,62.057,,5.6699036524774,3851.071249,147.767394714314
63.056,10.798,,,2.3793609317961,63.056,,5.66135844375758,3976.059136,150.032982915335
64.057,10.7777,,,2.37747918464628,64.057,,5.65240727342634,4103.299249,152.294184130887
65.056,10.7585,,,2.37569613981137,65.056,,5.64393214871464,4232.283136,154.553288071568
66.057,10.7396,,,2.37393784443929,66.057,,5.63558088926105,4363.527249,156.815212190126
67.056,10.7206,,,2.37216712422564,67.056,,5.62717686525694,4496.507136,159.068038682074
68.057,10.7005,,,2.37029046934806,68.057,,5.61827690908224,4631.755249,161.314858472421
69.056,10.6824,,,2.36859752738762,69.056,,5.61025424674673,4768.731136,163.565870851279
70.056,10.6627,,,2.36675166996896,70.056,,5.60151346730087,4907.843136,165.805154991346
71.056,10.6437,,,2.36496816782534,71.056,,5.59307443482716,5048.955136,168.045178132998
72.057,10.6253,,,2.36323794970599,72.057,,5.58489360693057,5192.211249,170.287836941965
73.056,10.6057,,,2.36139159243897,73.056,,5.57617025284144,5337.179136,172.513824177221
74.056,10.5862,,,2.35955126613471,74.056,,5.56748217751793,5484.291136,174.738928564872
75.055,10.5672,,,2.35775486412752,75.055,,5.55900799931696,5633.253025,176.961291327091
76.056,10.5493,,,2.35605950700987,76.056,,5.55101640057159,5784.515136,179.192461865143
77.055,10.53,,,2.35422832614588,77.055,,5.54239101162765,5937.473025,181.405063671171
78.055,10.5111,,,2.3524318416386,78.055,,5.53393556955519,6092.583025,183.619067399101
79.055,10.4925,,,2.35066071622561,79.055,,5.52560580280629,6249.693025,185.831482921216
80.055,10.4738,,,2.34887690077333,80.055,,5.5172226949865,6408.803025,188.039340291409
81.056,10.4551,,,2.34708989763638,81.056,,5.50883098758678,6570.075136,190.245718742815
82.055,10.436,,,2.34526136727448,82.055,,5.50025088083017,6733.023025,192.440421491708
83.056,10.4171,,,2.34344868664904,83.056,,5.49175174695713,6898.299136,194.637474118323
84.055,10.3988,,,2.34169041487463,84.055,,5.4835139991157,7065.243025,196.830787822287
85.055,10.3803,,,2.3399097790542,85.055,,5.47517777411347,7234.353025,199.021026257455
86.056,10.3616,,,2.33810666506112,86.056,,5.46674277720325,7405.635136,201.2081071685
87.055,10.3431,,,2.33631963072367,87.055,,5.45838941690481,7578.573025,203.388305452649
88.056,10.3242,,,2.33449065400503,88.056,,5.44984661363683,7753.859136,205.565909029067
89.055,10.3062,,,2.3327456558889,89.055,,5.44170229506852,7930.793025,207.742664385186
90.055,10.2879,,,2.33096844738582,90.055,,5.43341390270824,8109.903025,209.91536352933
91.055,10.2695,,,2.32917833726357,91.055,,5.42507172677787,8291.013025,212.083333499534
92.056,10.251,,,2.32737526180126,92.056,,5.4166756092445,8474.307136,214.248857100377
93.055,10.2328,,,2.32559824730305,93.055,,5.408407207859,8659.233025,216.408544902785
94.055,10.2139,,,2.32374953769388,94.055,,5.3998119139325,8846.343025,218.560262767797
95.055,10.1963,,,2.32202490938427,95.055,,5.39179967980102,9035.453025,220.720077761522
96.055,10.1778,,,2.3202088777476,96.055,,5.38336923637876,9226.563025,222.867663752045
97.055,10.1607,,,2.3185273374148,97.055,,5.37556901433975,9419.673025,225.024670732793
98.055,10.1425,,,2.31673451609847,98.055,,5.36725881808199,9614.783025,227.167402976035
99.056,10.1242,,,2.31492859752528,99.056,,5.35889441164038,9812.091136,229.307567156465
100.056,10.1073,,,2.31325793505035,100.056,,5.35116227407341,10011.203136,231.455335949398
101.055,10.0894,,,2.31148536778077,101.055,,5.34296460546458,10212.113025,233.587153841085
102.055,10.071,,,2.30966000666601,102.055,,5.33452934639242,10415.223025,235.712351980299
103.056,10.0538,,,2.30795067249246,103.056,,5.32663630665838,10620.539136,237.848164504383
104.056,10.0357,,,2.30614873566998,104.056,,5.31832199103227,10827.651136,239.968612838876
105.055,10.0179,,,2.30437349285326,105.055,,5.31013719456474,11036.553025,242.0859572917
106.055,10.0002,,,2.30260509279405,106.055,,5.30199021336109,11247.663025,244.202783116273
107.057,9.9834,,,2.30092371366738,107.057,,5.29424993611689,11461.201249,246.329990014089
108.057,9.9654,,,2.29911909335087,108.057,,5.28594860541053,11676.315249,248.435911870215
109.056,9.9472,,,2.29729110453294,109.056,,5.27754641896616,11893.211136,250.533378695944
110.057,9.9304,,,2.2956007592196,110.057,,5.26978284572961,12112.543249,252.646932757432
111.057,9.9131,,,2.29385711476342,111.057,,5.26178046295077,12333.657249,254.748889594281
112.056,9.8955,,,2.2920801083489,112.056,,5.2536312230887,12556.547136,256.841328621144
113.057,9.8784,,,2.2903505553257,113.057,,5.24570566628076,12781.885249,258.940162733458
114.056,9.8609,,,2.28857744233944,114.056,,5.23758670958492,13008.771136,261.025988763467
115.057,9.8446,,,2.28692308150438,115.057,,5.23001718071748,13238.113249,263.126508988649
116.056,9.8271,,,2.2851438753741,116.056,,5.22188253115977,13468.995136,265.204657600417
117.056,9.81,,,2.28340227357727,117.056,,5.21392594297785,13702.107136,267.285936535861
118.057,9.7928,,,2.28164742177917,118.057,,5.20591495731151,13937.455249,269.364449672983
119.056,9.775,,,2.27982810587143,119.056,,5.19761619232131,14174.331136,271.427214972629
120.056,9.7587,,,2.27815919483222,120.056,,5.19000931699858,14413.443136,273.506680294777
121.057,9.7416,,,2.27640537521066,121.057,,5.18202143228799,14654.797249,275.574805506877
122.057,9.7239,,,2.27458677256718,122.057,,5.1737449859376,14897.911249,277.629237699233
123.056,9.7065,,,2.27279576418329,123.056,,5.16560058568952,15142.779136,279.681155557339
124.057,9.6887,,,2.27096025797583,124.057,,5.15726049330566,15390.139249,281.728516723708
125.057,9.6719,,,2.2692247741358,125.057,,5.14938107555167,15639.253249,283.782442579101
126.057,9.6535,,,2.26732054389373,126.057,,5.14074244876258,15890.367249,285.811625801613
127.056,9.6364,,,2.26554759489148,127.056,,5.13270590471858,16143.227136,287.851415216532
128.057,9.6188,,,2.26371951677218,128.057,,5.12442605061527,16398.595249,289.885130159295
129.056,9.602,,,2.26197141010875,129.056,,5.11651466014936,16655.451136,291.920982302995
130.057,9.585,,,2.26019937649761,130.057,,5.10850122152018,16914.823249,293.954750309149
131.056,9.5686,,,2.25848690427225,131.056,,5.10076309676924,17175.675136,295.988259726304
132.057,9.5514,,,2.25668774060701,132.057,,5.09263955860596,17439.051249,298.01141296134
133.056,9.5337,,,2.25483288995653,133.056,,5.08427136162973,17703.899136,300.019045006056
134.057,9.5163,,,2.25300611779498,134.057,,5.07603656682161,17971.279249,302.031241133242
135.056,9.5008,,,2.2513760055873,135.056,,5.06869391853424,18240.123136,304.061837810599
136.057,9.4828,,,2.24947963130694,136.057,,5.06015861166481,18511.507249,306.057450196728
137.057,9.4666,,,2.24776981422073,137.057,,5.05246913772191,18784.621249,308.072587427651
138.056,9.4496,,,2.24597241256747,138.056,,5.04439207801413,19059.459136,310.069967389414
139.057,9.4321,,,2.24411876538413,139.057,,5.03606903314917,19336.849249,312.06042315802
140.056,9.4155,,,2.24235726744356,140.056,,5.02816611485695,19615.683136,314.055589449075
141.057,9.3991,,,2.24061394001129,141.057,,5.02035082817293,19897.077249,316.054280536173
142.057,9.3821,,,2.23880361855763,142.057,,5.01224164246673,20180.191249,318.037725641441
143.056,9.3661,,,2.23709678762086,143.056,,5.00460203718357,20465.019136,320.03011804989
144.057,9.35,,,2.2353763433006,144.057,,4.99690739618794,20752.419249,322.021609886854
145.056,9.332,,,2.23344935415918,145.056,,4.98829601759407,21041.243136,323.975229516915
146.057,9.3155,,,2.23167967947827,146.057,,4.98039419179624,21332.647249,325.952438945558
147.057,9.2986,,,2.22986385119288,147.057,,4.97229279485672,21625.761249,327.917088364871
148.056,9.2836,,,2.2282494026068,148.056,,4.96509540021757,21920.579136,329.905693552353
149.057,9.2661,,,2.22636257907954,149.057,,4.95669033352571,22217.989249,331.854926949859
150.057,9.2502,,,2.22464517291221,150.057,,4.9490461453616,22517.103249,333.823580711688
151.057,9.2343,,,2.22292481218603,151.057,,4.94139472063231,22818.217249,335.788353354386
152.057,9.2178,,,2.22113639738253,152.057,,4.93344689577745,23121.331249,337.739337176796
153.056,9.2023,,,2.2194534528102,153.056,,4.92597362919113,23426.139136,339.700667673318
154.056,9.1858,,,2.21765881340444,154.056,,4.91801061267041,23733.251136,341.643646157835
155.057,9.1699,,,2.2159263810835,155.057,,4.91032972638183,24042.673249,343.594896871665
156.057,9.1533,,,2.21411447000449,156.057,,4.90230288628325,24353.787249,345.52806184549
157.056,9.1363,,,2.21225548950237,157.056,,4.89407435083339,24666.587136,347.447998159285
158.056,9.121,,,2.21057944719802,158.056,,4.88666149237431,24981.699136,349.39534510633
159.057,9.1059,,,2.20892255508203,159.057,,4.87933885435012,25299.129249,351.344594843682
160.057,9.0895,,,2.20711990117598,160.057,,4.87137825816707,25618.243249,353.264990022524
161.057,9.0738,,,2.20539114000261,161.057,,4.86375008040202,25939.357249,355.193680835401
162.056,9.0573,,,2.20357106239508,162.056,,4.855725427025,26262.147136,357.101912087498
163.057,9.0429,,,2.20197991942008,163.057,,4.84871556552926,26587.585249,359.04823972088
164.057,9.0268,,,2.20019793031562,164.057,,4.84087093256513,26914.699249,360.957871853789
165.057,9.0106,,,2.19840166207786,165.057,,4.83296986782669,27243.813249,362.861583137585
166.056,8.9952,,,2.19669110173008,166.056,,4.82545179642009,27574.595136,364.77373758889
167.057,8.9805,,,2.19505556005138,167.057,,4.81826891171248,27908.041249,366.699396695503
168.057,8.9642,,,2.19323886715788,168.057,,4.81029672841197,28243.155249,368.589144297951
169.056,8.9495,,,2.19159766480442,169.056,,4.80310032437618,28579.931136,370.502734821176
170.056,8.9329,,,2.18974109020949,170.056,,4.79496604215185,28919.043136,372.378610836665
171.056,8.9187,,,2.18815019606051,171.056,,4.78800128051965,29260.155136,374.296219937327
172.057,8.9037,,,2.18646692068326,172.057,,4.78063759524213,29603.611249,376.196938972
173.057,8.8877,,,2.18466829839233,173.057,,4.77277557400045,29948.725249,378.072141714882
174.057,8.872,,,2.18290025004807,174.057,,4.76505350165991,30295.839249,379.949068822616
175.057,8.8566,,,2.18116294378887,175.057,,4.75747178735773,30644.953249,381.827841450848
176.057,8.842,,,2.17951309540405,176.057,,4.75027733303775,30996.067249,383.718537037551
177.057,8.8259,,,2.17769058062228,177.057,,4.74233626493101,31349.181249,385.575361133239
178.056,8.81,,,2.17588743994809,178.056,,4.73448615132384,31703.939136,387.429814007397
179.056,8.7957,,,2.17426296569887,179.056,,4.72741944400966,32061.051136,389.314829586177
180.057,8.7808,,,2.17256751966932,180.057,,4.7200496275221,32420.523249,391.185989889099
181.057,8.7653,,,2.17080074482683,181.057,,4.71237587374071,32781.637249,393.038670456111
182.057,8.751,,,2.16916797955369,182.057,,4.70528972352106,33144.751249,394.912214853607
183.057,8.736,,,2.16745241900255,183.057,,4.69784998864,33509.865249,396.76733746535
184.057,8.7213,,,2.16576830937799,184.057,,4.69055236990601,33876.979249,398.624817719185
185.057,8.7057,,,2.16397798354258,185.057,,4.68280071325703,34246.093249,400.45927370044
186.057,8.6903,,,2.162207461121,186.057,,4.67514110492733,34617.207249,402.29383359379
187.057,8.6752,,,2.16046838032221,187.057,,4.66762362237207,34990.321249,404.130733817932
188.056,8.66,,,2.15871472257434,188.056,,4.66004925345923,35365.059136,405.959255868441
189.057,8.6455,,,2.15703895436271,189.057,,4.65281705063816,35742.549249,407.80331359495
190.056,8.6299,,,2.15523291754269,190.056,,4.64502892885955,36121.283136,409.614947376493
191.057,8.6145,,,2.15344682999032,191.057,,4.63733324959537,36502.777249,411.431090997461
192.056,8.5996,,,2.15171569054986,192.056,,4.62988041295844,36885.507136,413.249908664243
193.057,8.5839,,,2.14988835567993,193.057,,4.62201994188813,37271.005249,415.050996282499
194.056,8.5691,,,2.14816270959205,194.056,,4.61460302688185,37657.731136,416.863862772594
195.056,8.5538,,,2.14637562865694,195.056,,4.60692833929245,38046.843136,418.663444623307
196.056,8.5394,,,2.14469074772106,196.056,,4.5996984033603,38437.955136,420.479489235199
197.057,8.524,,,2.14288571423637,197.057,,4.59195918427832,38831.461249,422.270630190276
198.057,8.5084,,,2.14105391080736,198.057,,4.58411184898348,39226.575249,424.050714412773
199.056,8.4941,,,2.13937180483803,199.056,,4.57691171933591,39623.291136,425.854793983838
200.057,8.4793,,,2.1376278992268,200.057,,4.56945303555276,40022.803249,427.647424635615
201.057,8.4644,,,2.13586913297848,201.057,,4.56193695321024,40423.917249,429.431440269254
202.057,8.4487,,,2.1340125833797,202.057,,4.55400970602291,40827.031249,431.192180559953
203.057,8.4346,,,2.13234229341529,203.057,,4.54688365628757,41232.145249,432.987029074028
204.056,8.4195,,,2.13055044406823,204.056,,4.53924519471932,41638.851136,434.751601414786
205.056,8.4044,,,2.12875537823276,205.056,,4.53159946035489,42047.963136,436.514062838896
206.057,8.3891,,,2.12693324416503,206.057,,4.52384502513436,42459.487249,438.269483492913
207.057,8.3752,,,2.12527495802301,207.057,,4.5167936471997,42872.601249,440.05305698337
208.057,8.3606,,,2.12353019485617,208.057,,4.50938048846589,43287.715249,441.81532175119
209.056,8.3467,,,2.12186625116604,209.056,,4.50231638783741,43704.411136,443.588871003767
210.057,8.3313,,,2.12001950642725,210.057,,4.49448270763203,44123.943249,445.324937461588
211.056,8.3176,,,2.11837375168162,211.056,,4.48750735181368,44544.635136,447.095490534917
212.057,8.3037,,,2.1167011986033,212.057,,4.48042396416865,44968.171249,448.86130607222
213.057,8.289,,,2.11492933460939,213.057,,4.47292609039131,45393.285249,450.600499243873
214.057,8.2761,,,2.11337184294224,214.057,,4.4663405465411,45820.399249,452.382036584688
215.057,8.2617,,,2.11163037749469,215.057,,4.45898285115839,46249.513249,454.120894092877
216.057,8.249,,,2.11009198087859,216.057,,4.45248816776815,46680.627249,455.900143112686
217.056,8.234,,,2.10827192334771,217.056,,4.44481050277626,47113.307136,457.613070594161
218.056,8.2207,,,2.10665536359319,218.056,,4.43799682095596,47548.419136,459.368841963677
219.057,8.2062,,,2.10488996613342,219.057,,4.43056176952917,47985.969249,461.090881311289
220.056,8.1928,,,2.10325571977909,220.056,,4.42368462278346,48424.643136,462.834040671708
221.057,8.1797,,,2.10165547512549,221.057,,4.41695573612496,48866.197249,464.585654364816
222.057,8.1648,,,2.09983223132757,222.057,,4.40929539972212,49309.311249,466.282445791906
223.056,8.1495,,,2.09795657567755,223.056,,4.40142179342867,49753.979136,467.961801944332
224.056,8.1366,,,2.09637240233982,224.056,,4.39477724929202,50201.091136,469.70481497865
225.057,8.1226,,,2.09465029996579,225.057,,4.38755987914677,50650.653249,471.4157125594
226.056,8.1085,,,2.09291289417729,226.056,,4.38028438261357,51101.315136,473.115517206142
227.057,8.0954,,,2.09129599912684,227.057,,4.37351895596393,51554.881249,474.843395673743
228.056,8.0812,,,2.08954037635725,228.056,,4.3661789844272,52009.539136,476.532220070529
229.056,8.0692,,,2.08805434477806,229.056,,4.35997094674653,52466.651136,478.281375997483
230.057,8.055,,,2.08629301662894,230.057,,4.35261855123467,52926.223249,479.966312526604
231.056,8.0413,,,2.0845907616625,231.056,,4.34551864360862,53386.875136,481.65720302669
232.057,8.0273,,,2.08284823231427,232.057,,4.33825675885466,53850.451249,483.339512246152
233.056,8.0146,,,2.0812648783907,233.056,,4.33166349402264,54315.099136,485.051267498222
234.057,7.9983,,,2.07922901909851,234.057,,4.32319331386136,54782.679249,486.65810652314
235.057,7.9857,,,2.07765244219537,235.057,,4.3166396705604,55251.793249,488.366750105118
236.056,7.9732,,,2.07608591786647,236.056,,4.31013273836348,55722.435136,490.072537427888
237.057,7.9579,,,2.07416514595444,237.057,,4.30216105269218,56196.021249,491.69536700452
238.057,7.9451,,,2.07255538644188,238.057,,4.29548582986925,56671.135249,493.386317630195
239.057,7.9307,,,2.07074130413433,239.057,,4.28796954864796,57148.249249,495.025203942441
240.057,7.9164,,,2.06893655703469,240.057,,4.28049847703455,57627.363249,496.662703072076
241.057,7.9033,,,2.06728039377062,241.057,,4.2736482264684,58108.477249,498.332409881164
242.057,7.89,,,2.06559613485778,242.057,,4.26668739233941,58591.591249,499.99200361527
243.056,7.8757,,,2.0637820696502,243.056,,4.25919643100967,59076.219136,501.6146147209
244.057,7.8621,,,2.0620537463286,244.057,,4.2520656527478,59563.819249,503.258651167718
245.056,7.8489,,,2.06037339458702,245.056,,4.24513852512205,60052.443136,504.906862583917
246.057,7.8356,,,2.05867745232711,246.057,,4.23815285272003,60544.047249,506.551997887251
247.056,7.8227,,,2.05702976350795,247.056,,4.23137144795758,61036.667136,508.201545253221
248.057,7.8086,,,2.05522569042072,248.057,,4.22395263856532,61532.275249,509.813119088692
249.057,7.7956,,,2.05355947196573,249.057,,4.21710650490018,62029.389249,511.453361409369
250.056,7.7822,,,2.05183907456622,250.056,,4.21004358791676,62528.003136,513.07467162973
251.056,7.7679,,,2.04999985757969,251.056,,4.20249941607677,63029.115136,514.664764244528
252.057,7.7553,,,2.0483764805998,252.057,,4.19584620627444,63532.731249,516.307630570545
253.057,7.7426,,,2.04673754850671,253.057,,4.18913459246725,64037.845249,517.941263812462
254.056,7.7287,,,2.04494067251827,254.056,,4.18178235411947,64544.451136,519.529447497301
255.056,7.7161,,,2.04330905504245,255.056,,4.17511189441845,65053.563136,521.158234342906
256.057,7.7022,,,2.0415060023368,256.057,,4.16774675757718,65565.187249,522.741902440354
257.056,7.6892,,,2.03981674689657,257.056,,4.1608523609197,66077.787136,524.347133690244
258.057,7.676,,,2.03809857814545,258.057,,4.15384581423852,66593.415249,525.945604780481
259.057,7.6627,,,2.03636440206363,259.057,,4.14677997799195,67110.529249,527.534452905397
260.056,7.6501,,,2.03471871964843,260.056,,4.14008026808776,67629.123136,529.140811356893
261.057,7.6372,,,2.03303104385717,261.057,,4.13321522528698,68150.757249,530.736985216222
262.056,7.6242,,,2.03132739895641,262.056,,4.126291001751,68673.347136,532.32153286092
263.057,7.6113,,,2.02963398514226,263.057,,4.11941411364445,69198.985249,533.909427229567
264.057,7.5971,,,2.02776659552515,264.057,,4.11183736592764,69726.099249,535.445963914583
265.056,7.5858,,,2.02627807856377,265.056,,4.10580285166808,70254.683136,537.077162391799
266.057,7.5726,,,2.0245364695105,266.057,,4.09874791637805,70786.327249,538.642099468556
267.056,7.5598,,,2.02284473481505,267.056,,4.09190082116896,71318.907136,540.212823500767
268.056,7.5477,,,2.02124288108844,268.056,,4.08542278435072,71854.019136,541.806281733044
269.057,7.535,,,2.01955883207846,269.057,,4.07861787622611,72391.669249,543.376440682534
270.056,7.5226,,,2.01791182288668,270.056,,4.07196812494585,72930.243136,544.949195241485
271.057,7.5092,,,2.01612893546807,271.057,,4.06477588443161,73471.897249,546.485860861169
272.057,7.4975,,,2.01456963164103,272.057,,4.05849080073026,74015.011249,548.077770275363
273.056,7.4842,,,2.01279413173195,273.056,,4.05134021673458,74559.579136,549.605514434199
274.057,7.4718,,,2.01113593397302,274.057,,4.04466774491753,75107.239249,551.165880656844
275.056,7.46,,,2.00955541421567,275.056,,4.03831296280351,75655.803136,552.740274012505
276.057,7.4466,,,2.00775755238139,276.057,,4.03109038914452,76207.467249,554.25552663775
277.057,7.4348,,,2.00617167975206,277.057,,4.02472480863921,76760.581249,555.823907077067
278.056,7.4222,,,2.00447550918992,278.056,,4.0179220669422,77315.139136,557.356442183313
279.057,7.4093,,,2.00273596790914,279.057,,4.01095135715697,77872.809249,558.877490996821
280.057,7.397,,,2.00107451260573,280.057,,4.00429920500026,78431.923249,560.414924776823
281.056,7.3855,,,1.99951861849852,281.056,,3.99807470572222,78992.475136,561.976704840719
282.057,7.3723,,,1.99772973349938,282.057,,3.99092408810751,79556.151249,563.473655441635
283.057,7.3602,,,1.99608710628462,283.057,,3.98436373587572,80121.265249,565.006428043607
284.057,7.3468,,,1.99426484427224,284.057,,3.97709226910019,80688.379249,566.484888869441
285.056,7.3358,,,1.992766471769,285.056,,3.97111821100669,81256.923136,568.050039376585
286.057,7.323,,,1.99102008007893,286.057,,3.96416095927752,81828.607249,569.545231047139
287.056,7.3109,,,1.98936638519821,287.056,,3.9575786145566,82401.147136,571.059557069458
288.056,7.2983,,,1.98764144432202,288.056,,3.95071851118654,82976.259136,572.552043885625
289.057,7.2863,,,1.9859958725946,289.057,,3.94417960596278,83553.949249,574.066008944577
290.057,7.274,,,1.9843063465648,290.057,,3.93747167701733,84133.063249,575.561945965545
291.056,7.2603,,,1.98242115029701,291.056,,3.92999361714492,84713.595136,576.995570320847
292.057,7.2494,,,1.98091870682121,292.057,,3.92403892303422,85297.291249,578.541174758082
293.056,7.2372,,,1.9792343912628,293.056,,3.91736877555744,85881.819136,580.026513765912
294.056,7.2253,,,1.97758875562781,294.056,,3.91085728638555,86468.931136,581.521839124891
295.057,7.2127,,,1.97584336108581,295.057,,3.90395698754686,87058.633249,582.986414591895
296.056,7.1996,,,1.97402546892319,296.056,,3.89677655195741,87649.155136,584.422084227523
297.057,7.1879,,,1.97239905674886,297.057,,3.89035803906378,88242.861249,585.914946600645
298.057,7.1756,,,1.9706863818428,298.057,,3.88360481558066,88837.975249,587.376870912919
299.057,7.1634,,,1.96898472859726,299.057,,3.87690086144923,89435.089249,588.838665980111
300.056,7.1516,,,1.96733610789553,300.056,,3.87041136142953,90033.603136,590.311003190701
301.057,7.1385,,,1.96550267024714,301.057,,3.86320074674863,90635.317249,591.728337396593
302.056,7.1255,,,1.96367989913113,302.056,,3.85603874625164,91237.827136,593.141295611953
303.056,7.1131,,,1.9619381544182,303.056,,3.84920132176187,91842.939136,594.577129325361
304.057,7.1022,,,1.96040459520577,304.057,,3.84318617690388,92450.659249,596.07474000448
305.057,7.0901,,,1.95869944481693,305.057,,3.83650351512613,93059.773249,597.514976537517
306.056,7.0783,,,1.95703376587954,306.056,,3.82998116079264,93670.275136,598.961926250028
307.056,7.0657,,,1.95525209120009,307.056,,3.82301074014231,94283.387136,600.371886115534
308.057,7.0537,,,1.95355230184795,308.057,,3.81636659605542,94899.115249,601.805461450374
309.057,7.0414,,,1.95180701403556,309.057,,3.80955062003842,95516.229249,603.219620336789
