t (s),V (mV),,,lnV,t,,(lnV)^2,t^2,t*lnV
50.144,15.6694,,,2.75170976590927,50.144,,7.57190663580044,2514.420736,137.981734501754
51.144,15.6581,,,2.75098835497702,51.144,,7.56793692921915,2615.708736,140.696548426945
52.145,15.6472,,,2.75029198724117,52.145,,7.56410601508299,2719.101025,143.413975674691
53.144,15.6364,,,2.74960152959377,53.144,,7.56030857154442,2824.284736,146.124823688732
54.144,15.6258,,,2.74892339431179,54.144,,7.55657982779465,2931.572736,148.837708261618
55.145,15.6159,,,2.74828962596171,55.145,,7.55309586816875,3040.971025,151.554431423658
56.144,15.6054,,,2.74761700820423,56.144,,7.54939922377314,3152.148736,154.262209308618
57.145,15.5942,,,2.74689905025085,57.145,,7.54545439226901,3265.551025,156.971546226585
58.145,15.5837,,,2.74622549620154,58.145,,7.54175447598739,3380.841025,159.679281476639
59.144,15.5742,,,2.74561569898835,59.144,,7.53840556653129,3498.012736,162.386694900967
60.144,15.5642,,,2.7449734052068,60.144,,7.5348789952926,3617.300736,165.093680482758
61.144,15.5526,,,2.7442278272208,61.144,,7.53078636769298,3738.588736,167.793066267588
62.144,15.5418,,,2.74353316834754,62.144,,7.5269742458231,3861.876736,170.49412521379
63.145,15.532,,,2.74290241186942,63.145,,7.52351364103909,3987.291025,173.200572797495
64.144,15.5223,,,2.74227769965144,64.144,,7.52008698200558,4114.452736,175.900660766442
65.145,15.5109,,,2.74154300258425,65.145,,7.51605803501864,4243.871025,178.597818903351
66.145,15.5007,,,2.74088518419578,66.145,,7.51245159294395,4375.161025,181.29585050863
67.144,15.4905,,,2.74022693279743,67.144,,7.50884364322842,4508.316736,183.989797175751
68.144,15.4795,,,2.73951656789833,68.144,,7.50495102578945,4643.604736,186.681617002864
69.144,15.4701,,,2.73890912868819,69.144,,7.50162321521152,4780.892736,189.379132794016
70.145,15.4585,,,2.73815901387253,70.145,,7.49751478525137,4920.321025,192.068164028088
71.144,15.45,,,2.73760900334375,71.144,,7.49450305518879,5061.468736,194.764454933888
72.144,15.4384,,,2.73685791228398,72.144,,7.49039123203144,5204.756736,197.447877223816
73.144,15.4277,,,2.73616459499229,73.144,,7.4865966908893,5350.044736,200.134023136116
74.144,15.4177,,,2.73551620007114,74.144,,7.48304888085165,5497.332736,202.822113138075
75.145,15.4075,,,2.73485440385426,75.145,,7.47942861028105,5646.771025,205.510634177628
76.145,15.3967,,,2.73415320074283,76.145,,7.47559372513228,5798.061025,208.192095470563
77.144,15.3869,,,2.73351649806147,77.144,,7.47211244517422,5951.196736,210.874396726454
78.144,15.3775,,,2.73290540210039,78.144,,7.46877193682948,6106.484736,213.560159741733
79.144,15.3667,,,2.73220283052954,79.144,,7.46493230715362,6263.772736,216.23746081943
80.144,15.3505,,,2.73114804679261,80.144,,7.45916965349909,6423.060736,218.885129062147
81.145,15.3455,,,2.73082227144441,81.145,,7.45739027821679,6584.511025,221.592573216356
82.145,15.3361,,,2.7302095263272,82.145,,7.45404405764777,6747.801025,224.273061540148
83.144,15.3251,,,2.72949200708647,83.144,,7.45012661674891,6912.924736,226.940883437197
84.144,15.315,,,2.72883274028474,84.144,,7.44652812444992,7080.212736,229.614902098519
85.144,15.3044,,,2.72814036875405,85.144,,7.44274987162546,7249.500736,232.284783557194
86.144,15.2941,,,2.72746713311249,86.144,,7.43907696220888,7420.788736,234.954928714843
87.145,15.2842,,,2.72681961507873,87.145,,7.43554521317811,7594.251025,237.628695356036
88.144,15.2747,,,2.72619786493026,88.144,,7.43215479875031,7769.364736,240.297984606413
89.144,15.2644,,,2.72552331981331,89.144,,7.42847736684615,7946.652736,242.964050821438
90.144,15.255,,,2.72490731816863,90.144,,7.42511989260897,8125.940736,245.634045288993
91.144,15.244,,,2.72418598301161,91.144,,7.42118927003695,8307.228736,248.293207235611
92.144,15.2339,,,2.72352320766491,92.144,,7.41757866268934,8490.516736,250.956322447075
93.145,15.224,,,2.72287312999385,93.145,,7.4140380820425,8675.991025,253.622017693277
94.145,15.2142,,,2.72222920227548,94.145,,7.41053182972139,8863.281025,256.284268248225
95.144,15.2032,,,2.72150593201047,95.144,,7.40659453796815,9052.380736,258.934960395204
96.144,15.1928,,,2.7208216314179,96.144,,7.40287034999155,9243.668736,261.590674931042
97.144,15.1821,,,2.72011710232035,97.144,,7.39903705033565,9436.956736,264.243055787808
98.144,15.1721,,,2.71945821489378,98.144,,7.39545298255326,9632.244736,266.898507042535
99.145,15.1622,,,2.71880548841903,99.145,,7.39190328385744,9829.731025,269.555970149305
100.144,15.1511,,,2.71807313658033,100.144,,7.38792157579961,10028.820736,272.1987161897
101.145,15.1422,,,2.7174855478887,101.145,,7.38472770298392,10230.311025,274.860075741202
102.144,15.1328,,,2.71686457346742,102.144,,7.3813531105623,10433.396736,277.511414992256
103.144,15.1225,,,2.71618370099893,103.144,,7.37765389757226,10638.684736,280.158051655834
104.145,15.1142,,,2.7156346992753,104.145,,7.37467181990805,10846.181025,282.819775756026
105.144,15.1043,,,2.71497947149403,105.144,,7.37111353063399,11055.260736,285.463801550768
106.145,15.0954,,,2.71439006164839,106.145,,7.36791340677555,11266.761025,288.118933093668
107.144,15.0867,,,2.71381356099131,107.144,,7.36478404382036,11479.836736,290.768840178853
108.145,15.0757,,,2.7130841760294,108.145,,7.36082574622111,11695.341025,293.406488216699
109.144,15.0676,,,2.7125467431541,109.144,,7.35790983379592,11912.412736,296.058201734811
110.144,15.0562,,,2.7117898664955,110.144,,7.35380428002767,12131.700736,298.68738305528
111.144,15.0476,,,2.7112185100399,111.144,,7.35070580918299,12352.988736,301.335670079875
112.144,15.0381,,,2.71058698075418,112.144,,7.34728178023406,12576.276736,303.976066369697
113.145,15.0288,,,2.70996836025811,113.145,,7.34392851360005,12801.791025,306.619370121404
114.144,15.0184,,,2.70927611602802,114.144,,7.34017707287985,13028.852736,309.247612987902
115.144,15.0084,,,2.70861004436072,115.144,,7.3365683724118,13258.140736,311.880194947871
116.144,14.999,,,2.70798353221322,116.144,,7.333174810738,13489.428736,314.516039365373
117.145,14.9914,,,2.70747670335047,117.145,,7.33043009918555,13722.951025,317.167358413991
118.144,14.9821,,,2.70685615517969,118.144,,7.32707024483419,13958.004736,319.79881359755
119.144,14.9716,,,2.70615507314775,119.144,,7.32327527992332,14195.292736,322.422140035116
120.144,14.9626,,,2.70555375423686,120.144,,7.32002111706518,14434.580736,325.056050249034
121.145,14.9525,,,2.70487850993658,121.145,,7.31636775351671,14676.111025,327.682507086266
122.145,14.9437,,,2.70428980633852,122.145,,7.31318335666641,14919.401025,330.315478395218
123.144,14.9345,,,2.70367397270123,123.144,,7.30985295066206,15164.444736,332.94122769432
124.144,14.9242,,,2.70298405650203,124.144,,7.30612280970416,15411.732736,335.559252710388
125.145,14.9151,,,2.70237412260397,125.145,,7.3028258985196,15661.271025,338.188609573274
126.145,14.9066,,,2.70180406789682,126.145,,7.2997452213038,15912.561025,340.819074144844
127.144,14.8969,,,2.70115313761397,127.144,,7.29622827284178,16165.596736,343.43541452879
128.144,14.887,,,2.70048834889492,128.144,,7.29263732251721,16420.884736,346.051378980791
129.145,14.8761,,,2.69975589827739,129.145,,7.28868191028356,16678.431025,348.659975483034
130.144,14.8684,,,2.69923815548985,130.144,,7.28588662005224,16937.460736,351.289650508071
131.144,14.857,,,2.69847113465522,131.144,,7.28174646456741,17198.748736,353.888298483224
132.144,14.8466,,,2.69777088280527,132.144,,7.27796773611195,17462.036736,356.49423553742
133.145,14.838,,,2.69719145776733,133.145,,7.27484175985308,17727.591025,359.117556644432
134.144,14.8285,,,2.69655100470919,134.144,,7.27138732099814,17994.612736,361.72613797571
135.144,14.8194,,,2.69593713321841,135.144,,7.26807702626589,18263.900736,364.339727931669
136.145,14.8104,,,2.69532963669283,136.145,,7.2648018504347,18535.461025,366.955653387545
137.144,14.8017,,,2.69474203903847,137.144,,7.26163465696122,18808.476736,369.567702201892
138.144,14.7923,,,2.69410677511226,138.144,,7.25821131570579,19083.764736,372.174686341108
139.145,14.7831,,,2.6934846364229,139.145,,7.25485948664618,19361.331025,374.784919735064
140.144,14.7732,,,2.69281472845943,140.144,,7.25125116180805,19640.340736,377.381827305219
141.144,14.7646,,,2.69223242373511,141.144,,7.24811542341064,19921.628736,379.992453215669
142.145,14.7544,,,2.69154134338646,142.145,,7.24439480315859,20205.201025,382.589144255668
143.144,14.7455,,,2.69093795149225,143.144,,7.24114705878129,20490.204736,385.191622128406
144.144,14.7363,,,2.69031383761191,144.144,,7.23778854484614,20777.492736,387.792597808732
145.145,14.7266,,,2.68965538237835,145.145,,7.23424607595683,21067.071025,390.390030475306
146.144,14.7177,,,2.68905085109243,146.144,,7.23099447976091,21358.068736,392.988647582052
147.144,14.7085,,,2.68842555796591,147.144,,7.22763198072432,21651.356736,395.585690301336
148.144,14.7,,,2.68784749378469,148.144,,7.22452414984464,21946.644736,398.188479119239
149.144,14.6908,,,2.68722144751848,149.144,,7.22115910800331,22243.932736,400.782955568696
150.145,14.6812,,,2.68656776371473,150.145,,7.21764634903117,22543.521025,403.374716882948
151.145,14.673,,,2.68600907022533,151.145,,7.21464472533274,22844.811025,405.976840919208
152.144,14.6642,,,2.68540914928782,152.144,,7.21142229907874,23147.796736,408.568889609246
153.144,14.6553,,,2.6848020447824,153.144,,7.20816201966776,23453.084736,411.161324346156
154.145,14.6471,,,2.68424236364952,154.145,,7.20515706681076,23760.681025,413.762539144755
155.144,14.6379,,,2.68361405562134,155.144,,7.2017843995284,24069.660736,416.346619045317
156.144,14.6291,,,2.68301269570982,156.144,,7.19855712534007,24380.948736,418.936334358914
157.144,14.62,,,2.68239045432163,157.144,,7.19521854943582,24694.236736,421.521565553919
158.144,14.6104,,,2.6817336038957,158.144,,7.19169512226339,25009.524736,424.100079054481
159.145,14.6027,,,2.68120644312342,159.145,,7.18886799064653,25327.131025,426.700599390876
160.144,14.5937,,,2.6805899287391,160.144,,7.18556236605752,25646.100736,429.280393547995
161.144,14.5864,,,2.68008958774286,161.144,,7.18288019832768,25967.388736,431.880356527235
162.144,14.5763,,,2.67939692208407,162.144,,7.17916786607357,26290.676736,434.448134534399
163.145,14.5668,,,2.67874496670962,163.145,,7.17567459667213,26616.291025,437.023847593841
164.144,14.5588,,,2.67819562178961,164.144,,7.17273178857302,26943.252736,439.609742143033
165.144,14.5489,,,2.677515389385,165.144,,7.16908866039352,27272.540736,442.175601464597
166.145,14.5408,,,2.67695849122453,166.145,,7.16610676373912,27604.161025,444.7632685245
167.144,14.5321,,,2.67635999570054,167.144,,7.1629028265862,27937.116736,447.337515121371
168.144,14.523,,,2.67573359962567,168.144,,7.15955029616573,28272.404736,449.908550375458
169.145,14.5149,,,2.67517570802813,169.145,,7.1565650688238,28610.031025,452.492595134418
170.144,14.506,,,2.67456235694122,170.144,,7.15328380116698,28948.980736,455.060737659407
171.145,14.4975,,,2.67397622076846,171.145,,7.15014882923517,29290.611025,457.637660303418
172.144,14.4883,,,2.67334142715856,172.144,,7.14675438616215,29633.556736,460.199686636783
173.144,14.4787,,,2.67267860392167,173.144,,7.14321091986068,29978.844736,462.758264197414
174.145,14.4717,,,2.67219501819322,174.145,,7.14062621525668,30326.481025,465.349401443259
175.145,14.4621,,,2.67153143440179,175.145,,7.13708020499689,30675.771025,467.905373078302
176.144,14.4535,,,2.67093659976211,176.144,,7.13390231994878,31026.708736,470.469456428497
177.144,14.4447,,,2.67032756527055,177.144,,7.13064930584373,31379.996736,473.032506222286
178.144,14.4362,,,2.66973894093783,178.144,,7.12750601275984,31735.284736,475.597973894429
179.145,14.4278,,,2.66915690101009,179.145,,7.12439856220978,32092.931025,478.166113031452
180.145,14.4199,,,2.66860919702,180.145,,7.12147504641971,32452.221025,480.736603797167
181.144,14.4104,,,2.66795016812721,181.144,,7.11795809961002,32813.148736,483.283165255236
182.144,14.4016,,,2.66733931152068,182.144,,7.11469900278363,33176.436736,485.839851557623
183.144,14.3932,,,2.66675587282771,183.144,,7.11158688526106,33541.724736,488.400337573157
184.144,14.3836,,,2.66608866866629,184.144,,7.10802878919078,33909.012736,490.944231802885
185.145,14.377,,,2.66562970744046,185.145,,7.10558173718909,34278.671025,493.528012184063
186.145,14.3666,,,2.6649060680596,186.145,,7.10172435158086,34649.961025,496.058940038954
187.145,14.3584,,,2.66433513679953,187.145,,7.09868172118456,35023.251025,498.616999176348
188.144,14.3503,,,2.66377084791045,188.144,,7.09567513017755,35398.164736,501.172502409264
189.144,14.3413,,,2.66314348657158,189.144,,7.09233323006862,35775.452736,503.717611624094
190.145,14.333,,,2.66256457094108,190.145,,7.08925009443065,36155.121025,506.273340341591
191.145,14.324,,,2.66193645213619,191.145,,7.08590567521139,36536.411025,508.815843143571
192.145,14.3156,,,2.66134985174785,192.145,,7.08278303339831,36919.701025,511.365067264091
193.144,14.3072,,,2.66076290705752,193.144,,7.07965924757321,37304.604736,513.910390920718
194.144,14.2986,,,2.66016163037524,194.144,,7.07645989972064,37691.892736,516.45441956757
195.144,14.2891,,,2.65949700885271,195.144,,7.07292434009654,38081.180736,518.984884295554
196.144,14.2816,,,2.65897199545281,196.144,,7.07013207260232,38472.468736,521.541403076097
197.144,14.2726,,,2.65834161531273,197.144,,7.06678014370348,38865.756736,524.076099409212
198.144,14.2639,,,2.65773186988007,198.144,,7.0635386921762,39261.044736,526.613623625516
199.145,14.2557,,,2.65715682673599,199.145,,7.06048240186966,39658.731025,529.159496260338
200.145,14.2469,,,2.65653933918891,200.145,,7.05720126065826,40058.021025,531.693066041965
201.144,14.2396,,,2.65602681570166,201.144,,7.05447844572631,40458.908736,534.243857817495
202.144,14.2313,,,2.65544376421856,202.144,,7.05138158492723,40862.196736,536.782024274196
203.145,14.2228,,,2.65484631075823,203.145,,7.04820893374656,41267.891025,539.31875379898
204.144,14.2145,,,2.65426257037249,204.144,,7.04510979248036,41674.772736,541.851778166121
205.144,14.2062,,,2.65367848903487,205.144,,7.0420095231664,42084.060736,544.38621995457
206.144,14.1975,,,2.65306589276945,206.144,,7.03875863137656,42495.348736,546.913615399066
207.145,14.1903,,,2.65255863259752,207.145,,7.03606729936762,42909.051025,549.464257949413
208.145,14.1814,,,2.65193124683692,208.145,,7.03273933795004,43324.341025,551.986229372872
209.144,14.1731,,,2.65134580182911,209.144,,7.02963456087683,43741.212736,554.513066377747
210.144,14.1645,,,2.6507388343891,210.144,,7.02641636813847,44160.500736,557.036861613862
211.145,14.1556,,,2.65011030551434,211.145,,7.02308463139331,44582.211025,559.557540457825
212.144,14.1487,,,2.64962274707716,212.144,,7.02050070182874,45005.076736,562.101568055938
213.144,14.139,,,2.6489369366097,213.144,,7.0168668941352,45430.364736,564.605014416739
214.144,14.1308,,,2.64835681222043,214.144,,7.01379380483435,45857.652736,567.129721196131
215.145,14.1225,,,2.64776927021728,215.145,,7.01068210830695,46287.371025,569.654319640897
216.145,14.1149,,,2.64723097701865,216.145,,7.00783184568711,46718.661025,572.185739527696
217.145,14.1065,,,2.64663568406734,217.145,,7.00468044417859,47151.951025,574.703705616802
218.144,14.0963,,,2.64591235160072,218.144,,7.00085217235327,47586.804736,577.189904027588
219.144,14.0884,,,2.64535176374938,219.144,,6.99788595397195,48024.092736,579.712966915094
220.145,14.0807,,,2.64480506540319,220.145,,6.99499383398239,48463.821025,582.240611123186
221.144,14.0724,,,2.64421543227288,221.144,,6.99187525227006,48904.668736,584.752377554554
222.144,14.064,,,2.64361834094282,222.144,,6.98871793256927,49347.956736,587.263952730402
223.144,14.0565,,,2.64308492224985,223.144,,6.9858979062245,49793.244736,589.788541890521
224.145,14.0476,,,2.64245156268327,224.145,,6.98255026112728,50240.981025,592.292305517643
225.144,14.039,,,2.64183917098981,225.144,,6.97931420537615,50689.820736,594.794238313331
226.145,14.0311,,,2.64127629446222,226.145,,6.97634046368809,51141.561025,597.311427611159
227.145,14.0229,,,2.64069170757739,227.145,,6.973252694468,51594.851025,599.819917917667
228.144,14.0141,,,2.6400639656443,228.144,,6.96993774269353,52049.684736,602.314753377954
229.144,14.0065,,,2.63952150758228,229.144,,6.96707378898944,52506.972736,604.830516333434
230.144,13.9978,,,2.63890017440988,230.144,,6.96379413050051,52966.260736,607.327041739388
231.144,13.9896,,,2.63831419641731,231.144,,6.96070179901713,53427.548736,609.830496616683
232.144,13.9815,,,2.63773502718718,232.144,,6.95764607365018,53890.836736,612.334360151342
233.145,13.9735,,,2.63716267875446,233.145,,6.95462699421541,54356.591025,614.841292738209
234.144,13.9654,,,2.6365828420231,234.144,,6.9515690828506,54823.412736,617.340052962656
235.144,13.956,,,2.63590952332453,235.144,,6.94801901515294,55292.700736,619.818308952623
236.144,13.9488,,,2.63539348306194,236.144,,6.94529881056532,55763.988736,622.332358664178
237.145,13.941,,,2.63483413877095,237.145,,6.94235093883286,56237.751025,624.837741838837
238.144,13.9341,,,2.63433907327229,238.144,,6.93974235296908,56712.564736,627.352044265355
239.144,13.9266,,,2.63380068046944,239.144,,6.93690602444127,57189.852736,629.857629930183
240.145,13.9176,,,2.6331542262482,240.145,,6.93350117920878,57669.621025,632.338821662375
241.144,13.9098,,,2.63259362768677,241.144,,6.93054920853697,58150.428736,634.834157754897
242.144,13.9013,,,2.6319823609433,242.144,,6.92733114831664,58633.716736,637.318736808253
243.145,13.8927,,,2.63136352232529,243.145,,6.92407398662414,59119.491025,639.802883635782
244.144,13.8848,,,2.63079471662189,244.144,,6.92108084100568,59606.292736,642.292745294936
245.144,13.8759,,,2.63015352239373,245.144,,6.91770755136014,60095.580736,644.766355093688
246.145,13.8674,,,2.62954076181615,246.145,,6.91448461805266,60587.361025,647.248310817236
247.144,13.8599,,,2.62899977872851,247.144,,6.91163983655458,61080.156736,649.74152131408
248.144,13.8517,,,2.62840796878327,248.144,,6.90852845036339,61575.444736,652.223667005755
249.145,13.8431,,,2.62778691354716,249.145,,6.90526406300973,62073.231025,654.699970575708
250.145,13.836,,,2.62727389107492,250.145,,6.90256809872396,62572.521025,657.199427482937
251.145,13.8268,,,2.62660873784826,251.145,,6.89907346174085,63073.811025,659.659651466902
252.144,13.8198,,,2.62610234645478,252.144,,6.89641353405529,63576.596736,662.155950044494
253.144,13.8106,,,2.62543641325511,253.144,,6.89291636004588,64081.884736,664.613475397053
254.144,13.8038,,,2.62494391657675,254.144,,6.89033056517331,64589.172736,667.113746734483
255.144,13.7951,,,2.62431345664624,255.144,,6.88702111873452,65098.460736,669.577832582548
256.144,13.7874,,,2.62375513160681,256.144,,6.88409099063306,65609.748736,672.059134430294
257.144,13.7785,,,2.62310940624981,257.144,,6.88070295715623,66123.036736,674.516845160701
258.145,13.7703,,,2.62251409899562,258.145,,6.87758019943079,66638.841025,676.988902085223
259.144,13.762,,,2.62191117078029,259.144,,6.87441818746246,67155.612736,679.452548440687
260.145,13.7545,,,2.62136604329782,260.145,,6.87155993295485,67675.421025,681.93526933371
261.144,13.7469,,,2.62081334414843,261.144,,6.86866258486647,68196.188736,684.409679944297
262.145,13.7395,,,2.62027489603018,262.145,,6.86584053076595,68720.001025,686.89196261983
263.144,13.7322,,,2.61974344001021,263.144,,6.86305569147654,69244.764736,689.369767778047
264.145,13.7242,,,2.6191606979008,264.145,,6.86000276142822,69772.581025,691.838202547007
265.144,13.7162,,,2.61857761600501,265.144,,6.85694873104248,70301.340736,694.300143418032
266.144,13.7093,,,2.61807443464856,266.144,,6.8543137453604,70832.628736,696.784802335108
267.144,13.7015,,,2.61750531589169,267.144,,6.85133407872123,71365.916736,699.250840108568
268.145,13.6951,,,2.6170381046234,268.145,,6.84888844105081,71901.741025,701.74568256424
269.144,13.6866,,,2.61641725199021,269.144,,6.84563923651201,72438.492736,704.193004869653
270.144,13.6786,,,2.61583256777611,270.144,,6.84258002263814,72977.780736,706.651473189309
271.144,13.6714,,,2.61530605953725,271.144,,6.83982578505227,73519.068736,709.124546207169
272.144,13.663,,,2.61469144935635,272.144,,6.83661137533722,74062.356736,711.572589793635
273.144,13.656,,,2.61417898549214,273.144,,6.83393176818871,74607.644736,714.047304813265
274.144,13.6483,,,2.61361497175041,274.144,,6.83098322055791,75154.932736,716.506862815545
275.145,13.6409,,,2.61307263264327,275.145,,6.82814858346921,75704.771025,718.973869508631
276.145,13.6319,,,2.6124126343793,276.145,,6.82469977226461,76256.061025,721.404686920672
277.144,13.6244,,,2.61186230288242,277.144,,6.82182468921824,76808.796736,723.861966070044
278.145,13.6186,,,2.61143650542343,278.145,,6.81960062185812,77364.641025,726.358006800999
279.144,13.6104,,,2.61083420638579,279.144,,6.81645525323412,77921.372736,728.798703707355
280.145,13.6032,,,2.61030505918233,280.145,,6.81369250199289,78481.221025,731.263910804635
281.144,13.595,,,2.60970207808443,281.144,,6.81054493635821,79041.948736,733.70208104097
282.145,13.5876,,,2.60915761212586,282.145,,6.80770344491431,79605.801025,736.16077447325
283.144,13.5803,,,2.60862021319729,283.144,,6.80489941670148,80170.524736,738.615161645534
284.145,13.5722,,,2.60802358303504,284.145,,6.80178700966693,80738.381025,741.056861001491
285.144,13.5643,,,2.60744134138831,285.144,,6.79875034878089,81307.100736,743.49625384883
286.145,13.5567,,,2.60688089006285,286.145,,6.79582797497489,81878.961025,745.945932287035
287.144,13.5495,,,2.60634964627587,287.144,,6.79305847864236,82451.676736,748.397662830239
288.145,13.5425,,,2.60583288854992,288.145,,6.7903650430484,83027.541025,750.857717671216
289.144,13.5353,,,2.60530108757866,289.144,,6.78759375693857,83604.252736,753.307177666845
290.145,13.5264,,,2.60464333139033,290.145,,6.78416688375614,84184.121025,755.724239386248
291.144,13.5195,,,2.60413308768244,291.144,,6.78150913836247,84764.828736,758.177723680216
292.145,13.5119,,,2.60357077864922,292.145,,6.7785807994361,85348.701025,760.620185128476
293.144,13.5041,,,2.60299334303945,293.144,,6.77557434390771,85933.404736,763.051880551957
294.145,13.4967,,,2.60244521111853,294.145,,6.77272107687375,86521.281025,765.496246624459
295.145,13.4875,,,2.60176333058425,295.145,,6.76917242837286,87110.571025,767.897438205289
296.144,13.4818,,,2.60134062772694,296.144,,6.76697306146279,87701.268736,770.371418857567
297.145,13.4729,,,2.60068026049425,297.145,,6.76353781732446,88295.151025,772.779136004565
298.144,13.4662,,,2.6001828422332,298.144,,6.76095081304394,88889.844736,775.228913314776
299.144,13.4582,,,2.59958858570489,299.144,,6.75786081492716,89487.132736,777.651327882104
300.145,13.4504,,,2.59900884538258,300.145,,6.7548469783769,90087.021025,780.079509897355
301.144,13.4443,,,2.59855522440115,301.144,,6.75248925426253,90687.708736,782.539314497061
302.144,13.436,,,2.59793767175005,302.144,,6.74928014629805,91290.996736,784.951279893246
303.145,13.4284,,,2.59737186717576,303.145,,6.74634061639608,91896.891025,787.380294674995
304.144,13.4203,,,2.59676848598816,304.144,,6.74320656982124,92503.572736,789.791554402383
305.145,13.4137,,,2.59627657273385,305.145,,6.74065204212662,93113.471025,792.24081478687
306.145,13.4059,,,2.59569490856138,306.145,,6.73763205833149,93724.761025,794.659017781525
307.144,13.398,,,2.59510544208608,307.144,,6.73457225554477,94337.436736,797.071065904086
308.144,13.3902,,,2.59452309611132,308.144,,6.73155009625509,94952.724736,799.486724928128
309.144,13.3831,,,2.5939927169525,309.144,,6.72879821560262,95570.012736,801.917284489564
